Distance,Time,Corr Dist,Corr Dist (Unstretched),Corr Speed,Damper Vel FL,Damper Vel FR,Damper Vel RL,Damper Vel RR,glat,glong,Oversteer,steered angle,is1st,is2nd,is3rd,is4th,is5th,is6th,is2ndWOT,is3rdWOT,isWOT,LAP_BEACON,G_LAT,ROTY,STEERANGLE,SPEED,THROTTLE,BRAKE,GEAR,G_LON,CLUTCH,RPMS,TC,ABS,SUS_TRAVEL_LF,SUS_TRAVEL_RF,SUS_TRAVEL_LR,SUS_TRAVEL_RR,BRAKE_TEMP_LF,BRAKE_TEMP_RF,BRAKE_TEMP_LR,BRAKE_TEMP_RR,TYRE_PRESS_LF,TYRE_PRESS_RF,TYRE_PRESS_LR,TYRE_PRESS_RR,TYRE_TAIR_LF,TYRE_TAIR_RF,TYRE_TAIR_LR,TYRE_TAIR_RR,WHEEL_SPEED_LF,WHEEL_SPEED_RF,WHEEL_SPEED_LR,WHEEL_SPEED_RR,BUMPSTOPUP_RIDE_LF,BUMPSTOPUP_RIDE_RF,BUMPSTOPUP_RIDE_LR,BUMPSTOPUP_RIDE_RR,BUMPSTOPDN_RIDE_LF,BUMPSTOPDN_RIDE_RF,BUMPSTOPDN_RIDE_LR,BUMPSTOPDN_RIDE_RR,BUMPSTOP_FORCE_LF,BUMPSTOP_FORCE_RF,BUMPSTOP_FORCE_LR,BUMPSTOP_FORCE_RR,EN_ET,EN_TL,EN_TD,EN_TB,EN_TW,EN_W,EN_Dy,EN_AP,EN_GR,TIME,segment_id_x,segmentDescription,segmentStart_m,segmentEnd_m,corner_ids,corner_id,segment_id_y,cornerName,cornerDescription,cornerStart_m,cornerApex_m,cornerEnd_m
6674,126.79,41022.0,41035.0,26.4,0.0,-0.0,0.0,-0.0,-1.31,-0.81,-0.01,-3.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32,-27.54,-35.76,95.0,0.0,35.0,1.0,-1.0,0.0,5615.0,0.0,0.0,19.14,8.35,21.62,7.55,665.52,657.68,741.42,736.94,26.81,26.84,26.76,26.85,84.69,85.02,95.61,95.5,26.31,24.76,25.92,24.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,3.0,1187.0,1.0,0.0,7.0,134.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6675,126.83,41023.0,41036.0,26.1,-0.0,-0.0,-0.0,0.0,-1.32,-0.76,-0.01,-3.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32,-27.54,-37.68,94.0,0.0,34.0,1.0,-1.0,0.0,5528.0,0.0,0.0,19.15,7.95,22.16,7.5,665.52,657.68,741.42,736.94,26.81,26.84,26.76,26.85,84.69,85.02,95.61,95.5,26.0,24.46,25.58,24.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,3.0,1187.0,1.0,0.0,7.0,134.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6676,126.87,41024.0,41037.0,25.8,-0.0,-0.0,0.0,-0.0,-1.33,-0.72,-0.01,-3.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32,-28.76,-40.6,92.6,0.0,31.0,1.0,-1.0,0.0,5465.0,0.0,0.0,18.62,7.45,21.77,7.76,665.83,657.92,741.67,737.21,26.81,26.84,26.76,26.85,84.7,85.02,95.61,95.51,25.69,24.03,25.27,24.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,1187.0,1.0,0.0,7.0,134.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6677,126.91,41025.0,41038.0,25.5,0.0,-0.0,-0.0,0.0,-1.34,-0.69,-0.01,-3.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.34,-29.44,-42.64,91.7,0.0,29.0,1.0,-1.0,0.0,5421.0,0.0,0.0,18.79,6.54,21.65,7.33,666.07,658.11,741.85,737.33,26.81,26.84,26.76,26.85,84.7,85.03,95.61,95.51,25.47,23.77,25.0,23.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,1.0,3.0,1187.0,1.0,1.0,7.0,134.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6678,126.945,41026.0,41039.0,25.2,0.0,0.0,-0.0,0.0,-1.39,-0.68,-0.01,-3.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-32.63,-43.68,90.9,0.0,26.0,1.0,-1.0,0.0,5364.0,0.0,0.0,19.29,6.75,20.9,7.7,666.07,658.08,741.8,737.28,26.81,26.84,26.76,26.85,84.7,85.04,95.61,95.51,25.24,23.72,24.75,23.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,1187.0,1.0,1.0,7.0,134.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6679,126.985,41027.0,41040.0,25.0,0.1,0.0,0.0,-0.0,-1.42,-0.62,-0.01,-4.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.44,-35.91,-44.12,90.0,0.0,22.0,1.0,0.0,0.0,5316.0,0.0,0.0,20.67,7.77,20.19,7.84,665.92,657.89,741.63,737.07,26.81,26.84,26.76,26.85,84.71,85.04,95.61,95.52,25.2,23.62,24.62,23.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,3.0,1187.0,1.0,1.0,7.0,134.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6680,127.03,41028.0,41041.0,24.7,-0.0,-0.0,0.0,0.0,-1.47,-0.56,-0.01,-4.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.44,-35.91,-44.96,88.9,0.0,19.0,1.0,0.0,0.0,5306.0,0.0,0.0,21.87,6.8,21.35,7.31,665.92,657.89,741.63,737.07,26.81,26.84,26.76,26.85,84.71,85.04,95.61,95.52,24.92,23.19,24.44,23.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,3.0,1187.0,1.0,1.0,7.0,134.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6681,127.07,41029.0,41042.0,24.4,-0.0,-0.0,0.0,0.0,-1.55,-0.54,-0.01,-4.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.52,-36.54,-47.6,87.8,0.0,16.0,1.0,0.0,0.0,5266.0,0.0,0.0,20.88,7.25,21.56,8.75,665.75,657.73,741.43,736.9,26.81,26.84,26.76,26.85,84.71,85.05,95.61,95.52,24.7,23.05,24.24,23.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,1186.0,1.0,1.0,6.0,134.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6682,127.11,41030.0,41043.0,24.2,0.0,0.0,0.0,-0.0,-1.65,-0.52,-0.01,-4.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.65,-36.27,-49.96,87.1,0.0,15.0,1.0,0.0,0.0,5227.0,0.0,0.0,22.3,6.78,22.97,9.54,665.66,657.61,741.32,736.75,26.81,26.85,26.76,26.85,84.72,85.06,95.62,95.53,24.51,22.86,24.1,22.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,4.0,1186.0,1.0,1.0,6.0,134.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6683,127.15,41031.0,41044.0,24.0,-0.0,0.0,0.0,-0.0,-1.6,-0.47,-0.01,-4.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.59,-39.82,-52.04,86.4,0.0,13.0,1.0,0.0,0.0,5169.0,0.0,0.0,23.03,8.56,24.24,8.61,665.43,657.39,741.06,736.49,26.81,26.85,26.76,26.85,84.72,85.06,95.62,95.53,24.35,22.85,23.95,22.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,4.0,1186.0,1.0,2.0,6.0,134.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6684,127.195,41032.0,41045.0,23.7,-0.0,-0.0,0.0,-0.0,-1.51,-0.43,-0.01,-4.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47,-37.62,-53.24,85.5,0.0,11.0,1.0,0.0,0.0,5136.0,0.0,0.0,21.87,7.7,25.19,8.21,665.12,657.06,740.73,736.15,26.81,26.85,26.76,26.85,84.72,85.07,95.62,95.53,24.1,22.37,23.73,22.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,4.0,1186.0,1.0,2.0,6.0,134.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6685,127.235,41033.0,41046.0,23.6,-0.0,0.0,-0.0,0.0,-1.52,-0.41,-0.02,-4.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47,-37.62,-55.36,84.6,0.0,9.0,1.0,0.0,0.0,5100.0,0.0,0.0,20.52,7.16,25.06,9.11,665.12,657.06,740.73,736.15,26.81,26.85,26.76,26.85,84.72,85.07,95.62,95.53,23.82,22.36,23.42,22.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,4.0,1186.0,1.0,2.0,6.0,134.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6686,127.28,41034.0,41047.0,23.3,0.0,-0.0,-0.0,-0.0,-1.49,-0.37,-0.02,-5.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.57,-36.17,-56.88,84.1,0.0,8.0,1.0,0.0,0.0,5067.0,0.0,0.0,21.17,6.59,24.46,9.55,664.78,656.74,740.37,735.81,26.81,26.85,26.76,26.86,84.73,85.07,95.62,95.54,23.69,22.13,23.29,22.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,3.0,1186.0,1.0,2.0,6.0,134.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6687,127.32,41035.0,41048.0,23.2,-0.0,-0.0,-0.0,-0.0,-1.38,-0.35,-0.03,-5.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.39,-36.77,-60.52,83.4,0.0,8.0,1.0,0.0,0.0,4990.0,0.0,0.0,20.89,5.63,23.93,8.42,664.48,656.43,740.05,735.48,26.81,26.85,26.76,26.86,84.73,85.08,95.62,95.54,23.46,21.84,23.07,22.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,3.0,1186.0,1.0,2.0,6.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6688,127.365,41036.0,41049.0,23.0,-0.0,0.0,-0.0,0.0,-1.39,-0.37,-0.04,-6.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.38,-35.52,-66.24,82.8,0.0,8.0,1.0,0.0,0.0,4959.0,0.0,0.0,18.78,5.82,22.63,8.97,664.28,656.23,739.81,735.25,26.81,26.85,26.76,26.86,84.73,85.09,95.62,95.54,23.17,21.76,22.74,22.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,3.0,1186.0,1.0,2.0,6.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6689,127.41,41037.0,41050.0,22.8,0.0,0.0,0.0,-0.0,-1.53,-0.36,-0.04,-6.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.53,-36.78,-76.16,82.0,0.0,6.0,1.0,0.0,0.0,4937.0,0.0,0.0,19.16,6.42,22.35,8.07,663.9,655.85,739.41,734.84,26.81,26.85,26.76,26.86,84.74,85.09,95.63,95.55,23.05,21.66,22.67,21.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,3.0,1187.0,1.0,2.0,6.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6690,127.455,41038.0,41051.0,22.6,0.0,0.0,0.0,-0.0,-1.67,-0.34,-0.05,-7.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.69,-44.57,-84.2,81.2,0.0,2.0,1.0,0.0,0.0,4895.0,0.0,0.0,21.54,8.27,22.65,6.6,663.31,655.28,738.82,734.26,26.82,26.85,26.76,26.86,84.74,85.1,95.63,95.55,23.09,21.66,22.69,21.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,3.0,1187.0,1.0,1.0,6.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6691,127.495,41039.0,41052.0,22.4,0.0,0.0,0.0,-0.0,-1.72,-0.3,-0.05,-8.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.74,-47.88,-89.0,80.8,0.0,0.0,1.0,0.0,0.0,4921.0,0.0,0.0,22.73,9.85,23.91,6.12,662.56,654.56,738.06,733.53,26.82,26.85,26.76,26.86,84.75,85.11,95.63,95.55,23.1,21.62,22.71,21.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,3.0,1187.0,1.0,1.0,6.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6692,127.54,41040.0,41053.0,22.3,0.0,-0.0,0.0,0.0,-1.82,-0.27,-0.06,-8.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.88,-45.47,-97.04,80.1,0.0,0.0,1.0,0.0,0.0,4923.0,0.0,0.0,23.36,9.71,25.7,7.05,662.12,654.13,737.61,733.07,26.82,26.85,26.76,26.86,84.75,85.11,95.63,95.56,22.9,21.44,22.58,21.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,1187.0,2.0,1.0,6.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6693,127.585,41041.0,41054.0,22.1,0.0,0.0,0.0,0.0,-1.93,-0.29,-0.07,-9.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.99,-43.14,-103.08,79.7,0.0,0.0,1.0,0.0,0.0,4880.0,0.0,0.0,24.16,9.64,27.94,8.95,661.68,653.7,737.15,732.62,26.82,26.85,26.76,26.86,84.76,85.12,95.63,95.56,22.64,21.27,22.4,21.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,1187.0,2.0,1.0,6.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6694,127.635,41042.0,41055.0,21.9,0.1,0.0,0.0,0.0,-1.97,-0.32,-0.07,-10.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.99,-43.14,-114.12,78.7,0.0,0.0,1.0,0.0,0.0,4837.0,0.0,0.0,26.66,10.67,29.86,10.4,661.68,653.7,737.15,732.62,26.82,26.85,26.76,26.86,84.76,85.12,95.63,95.56,22.42,21.09,22.22,21.24,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-137.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,1187.0,2.0,1.0,6.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6695,127.68,41043.0,41056.0,21.7,0.0,0.0,0.0,0.0,-1.96,-0.33,-0.08,-10.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,-44.88,-118.56,78.2,0.0,0.0,1.0,0.0,0.0,4806.0,0.0,0.0,28.44,11.62,30.73,11.38,661.25,653.28,736.7,732.18,26.82,26.85,26.76,26.86,84.76,85.12,95.63,95.56,22.31,20.89,22.09,21.09,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-301.0,0.0,-1.0,0.0,5.0,3.0,0.0,0.0,3.0,1187.0,2.0,1.0,7.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6696,127.725,41044.0,41057.0,21.5,-0.0,0.0,0.1,0.0,-1.95,-0.33,-0.09,-11.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.97,-48.69,-124.56,77.4,0.0,0.0,1.0,0.0,0.0,4776.0,0.0,0.0,27.4,13.98,31.71,12.37,660.82,652.85,736.25,731.73,26.82,26.85,26.76,26.86,84.77,85.13,95.64,95.57,22.2,20.73,22.04,20.88,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-194.0,0.0,-4.0,0.0,6.0,3.0,0.0,0.0,2.0,1187.0,2.0,1.0,7.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6697,127.77,41045.0,41058.0,21.3,-0.0,-0.0,0.0,-0.0,-1.96,-0.33,-0.09,-11.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.89,-43.81,-132.04,76.7,0.0,0.0,1.0,0.0,0.0,4747.0,0.0,0.0,26.57,10.79,34.58,11.89,660.39,652.44,735.8,731.29,26.82,26.85,26.76,26.86,84.77,85.14,95.64,95.57,21.86,20.56,21.78,20.74,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-132.0,0.0,-50.0,0.0,6.0,3.0,0.0,0.0,2.0,1187.0,2.0,1.0,7.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6698,127.82,41046.0,41059.0,21.1,0.1,0.2,0.0,0.0,-2.22,-0.43,-0.09,-12.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.23,-45.23,-137.0,75.8,0.0,0.0,1.0,0.0,0.0,4681.0,0.0,0.0,26.9,18.37,35.76,12.88,659.97,652.02,735.36,730.85,26.82,26.85,26.76,26.86,84.78,85.14,95.64,95.57,21.78,20.45,21.67,20.55,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-154.0,0.0,-103.0,0.0,5.0,3.0,0.0,0.0,2.0,1187.0,2.0,1.0,7.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6699,127.865,41047.0,41060.0,20.9,-0.0,-0.1,0.1,-0.1,-2.13,-0.39,-0.1,-12.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.18,-50.63,-135.52,75.2,0.0,0.0,1.0,0.0,0.0,4703.0,0.0,0.0,29.07,19.32,41.31,11.6,659.55,651.61,734.92,730.42,26.82,26.85,26.76,26.86,84.78,85.15,95.64,95.57,21.76,20.15,21.63,20.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-375.0,0.0,-821.0,0.0,6.0,3.0,0.0,0.0,2.0,1187.0,2.0,1.0,7.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6700,127.915,41048.0,41061.0,20.7,-0.3,-0.1,-0.1,-0.0,-1.6,-0.34,-0.11,-11.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.68,-42.88,-129.8,74.5,0.0,0.0,1.0,0.0,0.0,4623.0,0.0,0.0,20.36,13.9,42.69,6.49,659.13,651.2,734.48,729.98,26.82,26.85,26.76,26.86,84.79,85.16,95.65,95.58,21.27,20.0,21.23,20.29,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1039.0,0.0,5.0,3.0,0.0,0.0,3.0,1187.0,2.0,1.0,7.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6701,127.965,41049.0,41062.0,20.5,-0.1,-0.1,-0.0,0.1,-0.9,-0.25,-0.1,-11.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.83,-33.75,-124.52,74.0,0.0,0.0,1.0,0.0,0.0,4539.0,0.0,0.0,8.23,12.32,37.95,11.87,658.71,650.79,734.04,729.55,26.82,26.86,26.76,26.86,84.79,85.16,95.65,95.58,21.03,20.2,20.83,20.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300.0,0.0,5.0,3.0,0.0,0.0,3.0,1187.0,2.0,1.0,6.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6702,128.015,41050.0,41063.0,20.4,0.2,0.1,-0.0,-0.1,-1.49,-0.36,-0.11,-10.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.46,-29.44,-120.32,73.4,0.0,0.0,1.0,0.0,0.0,4507.0,0.0,0.0,12.18,7.35,37.3,10.96,658.29,650.38,733.6,729.12,26.82,26.86,26.76,26.86,84.79,85.17,95.65,95.58,20.67,19.63,20.51,19.92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-225.0,0.0,5.0,3.0,1.0,0.0,3.0,1187.0,2.0,1.0,6.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6703,128.06,41051.0,41064.0,20.2,0.0,-0.1,-0.1,-0.1,-1.73,-0.49,-0.1,-10.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.73,-38.13,-112.2,72.7,0.0,0.0,1.0,0.0,0.0,4459.0,0.0,0.0,17.17,9.27,35.35,5.45,657.88,649.98,733.17,728.69,26.82,26.86,26.76,26.86,84.8,85.17,95.65,95.59,20.62,19.53,20.4,19.79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,3.0,1187.0,2.0,1.0,6.0,135.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
