Distance,Time,Corr Dist,Corr Dist (Unstretched),Corr Speed,Damper Vel FL,Damper Vel FR,Damper Vel RL,Damper Vel RR,glat,glong,Oversteer,steered angle,is1st,is2nd,is3rd,is4th,is5th,is6th,is2ndWOT,is3rdWOT,isWOT,LAP_BEACON,G_LAT,ROTY,STEERANGLE,SPEED,THROTTLE,BRAKE,GEAR,G_LON,CLUTCH,RPMS,TC,ABS,SUS_TRAVEL_LF,SUS_TRAVEL_RF,SUS_TRAVEL_LR,SUS_TRAVEL_RR,BRAKE_TEMP_LF,BRAKE_TEMP_RF,BRAKE_TEMP_LR,BRAKE_TEMP_RR,TYRE_PRESS_LF,TYRE_PRESS_RF,TYRE_PRESS_LR,TYRE_PRESS_RR,TYRE_TAIR_LF,TYRE_TAIR_RF,TYRE_TAIR_LR,TYRE_TAIR_RR,WHEEL_SPEED_LF,WHEEL_SPEED_RF,WHEEL_SPEED_LR,WHEEL_SPEED_RR,BUMPSTOPUP_RIDE_LF,BUMPSTOPUP_RIDE_RF,BUMPSTOPUP_RIDE_LR,BUMPSTOPUP_RIDE_RR,BUMPSTOPDN_RIDE_LF,BUMPSTOPDN_RIDE_RF,BUMPSTOPDN_RIDE_LR,BUMPSTOPDN_RIDE_RR,BUMPSTOP_FORCE_LF,BUMPSTOP_FORCE_RF,BUMPSTOP_FORCE_LR,BUMPSTOP_FORCE_RR,EN_ET,EN_TL,EN_TD,EN_TB,EN_TW,EN_W,EN_Dy,EN_AP,EN_GR,TIME,segment_id_x,segmentDescription,segmentStart_m,segmentEnd_m,corner_ids,corner_id,segment_id_y,cornerName,cornerDescription,cornerStart_m,cornerApex_m,cornerEnd_m
0,0.01,34348.0,34361.0,46.6,-0.0,-0.0,0.0,0.0,-0.08,0.4,-0.0,-0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.87,-1.4,167.8,100.0,0.0,3.0,0.0,0.0,6647.0,0.0,0.0,15.1,13.49,30.54,30.57,574.03,567.85,648.46,645.49,26.79,26.88,26.77,26.86,84.47,85.44,95.75,95.6,46.58,46.52,47.9,47.92,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-1.0,2.0,1188.0,0.0,2.0,7.0,7.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
1,0.03,34349.0,34362.0,46.7,-0.0,-0.0,0.0,0.0,-0.07,0.39,-0.0,-0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.87,-1.36,168.1,100.0,0.0,3.0,0.0,0.0,6670.0,0.0,0.0,14.46,13.58,30.66,30.33,574.03,567.85,648.46,645.49,26.79,26.88,26.77,26.86,84.47,85.44,95.75,95.6,46.62,46.62,47.95,47.98,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-1.0,2.0,1188.0,0.0,2.0,7.0,7.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
2,0.05,34350.0,34363.0,46.8,-0.0,-0.0,0.0,-0.0,-0.07,0.39,-0.0,-0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.83,-1.28,168.3,100.0,0.0,3.0,0.0,0.0,6675.0,0.0,0.0,14.05,13.13,31.31,30.75,573.42,567.25,647.89,644.92,26.79,26.88,26.77,26.86,84.46,85.44,95.75,95.6,46.7,46.67,47.99,48.07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,2.0,-1.0,2.0,1188.0,0.0,2.0,7.0,7.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
3,0.07,34351.0,34364.0,46.9,0.0,-0.0,-0.0,-0.0,-0.06,0.39,-0.0,-0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.83,-1.28,168.8,100.0,0.0,3.0,0.0,0.0,6693.0,0.0,0.0,13.95,12.77,31.16,30.28,573.42,567.25,647.89,644.92,26.79,26.88,26.77,26.86,84.46,85.44,95.75,95.6,46.78,46.74,48.26,48.26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,2.0,-1.0,2.0,1188.0,0.0,2.0,7.0,7.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
4,0.095,34352.0,34365.0,47.0,0.0,-0.0,-0.0,-0.0,-0.06,0.4,-0.0,-0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.68,-1.28,169.0,100.0,0.0,3.0,0.0,0.0,6716.0,0.0,0.0,14.39,12.61,30.34,29.89,572.81,566.65,647.31,644.35,26.79,26.88,26.77,26.86,84.46,85.44,95.75,95.6,46.89,46.85,48.4,48.37,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,2.0,-1.0,2.0,1188.0,0.0,2.0,7.0,7.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
5,0.115,34353.0,34366.0,47.0,-0.0,-0.0,-0.0,-0.0,-0.07,0.41,-0.0,-0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.68,-1.28,169.2,100.0,0.0,3.0,0.0,0.0,6728.0,0.0,0.0,14.81,12.75,29.77,29.43,572.81,566.65,647.31,644.35,26.79,26.88,26.77,26.86,84.46,85.44,95.75,95.6,46.99,46.97,48.45,48.45,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,2.0,-1.0,2.0,1188.0,0.0,2.0,7.0,7.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
6,0.135,34354.0,34367.0,47.1,-0.0,-0.0,0.0,0.0,-0.07,0.4,-0.0,-0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.68,-1.4,169.7,100.0,0.0,3.0,0.0,0.0,6723.0,0.0,0.0,14.2,12.19,29.42,29.39,572.81,566.65,647.31,644.35,26.79,26.88,26.77,26.86,84.46,85.44,95.75,95.6,47.05,47.03,48.45,48.47,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,1.0,1188.0,1.0,2.0,7.0,7.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
7,0.155,34355.0,34368.0,47.2,-0.0,-0.0,0.0,0.0,-0.08,0.4,-0.0,-0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.49,-1.44,170.0,100.0,0.0,3.0,0.0,0.0,6723.0,0.0,0.0,13.65,11.6,29.82,29.57,572.2,566.05,646.73,643.77,26.79,26.88,26.77,26.86,84.46,85.44,95.75,95.6,47.11,47.09,48.43,48.46,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-2.0,1.0,1188.0,1.0,3.0,7.0,7.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
8,0.18,34356.0,34369.0,47.3,-0.0,0.0,-0.0,0.0,-0.07,0.4,-0.0,-0.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.49,-1.52,170.2,100.0,0.0,3.0,0.0,0.0,6735.0,0.0,0.0,13.31,11.4,29.84,30.15,572.2,566.05,646.73,643.77,26.79,26.88,26.77,26.86,84.46,85.44,95.75,95.6,47.21,47.16,48.65,48.62,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-2.0,1.0,1188.0,1.0,3.0,7.0,7.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
9,0.2,34357.0,34370.0,47.4,-0.0,0.0,-0.0,-0.0,-0.05,0.39,-0.0,-0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.04,-0.65,-1.44,170.4,100.0,0.0,3.0,0.0,0.0,6762.0,0.0,0.0,13.1,12.16,29.32,29.76,571.59,565.44,646.15,643.2,26.79,26.88,26.77,26.86,84.45,85.44,95.74,95.6,47.28,47.27,48.81,48.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,2.0,-2.0,1.0,1187.0,1.0,3.0,8.0,7.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
10,0.22,34358.0,34371.0,47.4,0.0,0.0,-0.0,-0.0,-0.05,0.39,-0.0,-0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.04,-0.65,-1.24,170.9,100.0,0.0,3.0,0.0,0.0,6793.0,0.0,0.0,12.98,12.6,28.91,29.2,571.59,565.44,646.15,643.2,26.79,26.88,26.77,26.86,84.45,85.44,95.74,95.6,47.36,47.36,48.85,48.92,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,2.0,-2.0,1.0,1187.0,1.0,3.0,8.0,7.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
11,0.24,34359.0,34372.0,47.5,0.0,0.0,0.0,-0.0,-0.06,0.39,-0.0,-0.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.07,-0.75,-1.24,171.1,100.0,0.0,3.0,0.0,0.0,6789.0,0.0,0.0,13.14,12.49,28.94,28.71,570.97,564.83,645.57,642.62,26.79,26.88,26.77,26.86,84.45,85.44,95.74,95.6,47.46,47.42,48.94,48.99,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-2.0,1.0,1187.0,1.0,3.0,8.0,7.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
12,0.265,34360.0,34373.0,47.6,0.0,0.0,0.0,0.0,-0.07,0.39,-0.0,-0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.07,-0.75,-1.16,171.3,100.0,0.0,3.0,0.0,0.0,6785.0,0.0,0.0,13.59,13.14,28.95,28.72,570.97,564.83,645.57,642.62,26.79,26.88,26.77,26.86,84.45,85.44,95.74,95.6,47.58,47.56,49.03,49.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-2.0,1.0,1187.0,1.0,3.0,8.0,7.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
13,0.285,34361.0,34374.0,47.7,0.0,0.0,0.0,0.0,-0.06,0.39,-0.0,-0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.66,-1.0,171.6,100.0,0.0,3.0,0.0,0.0,6795.0,0.0,0.0,14.08,13.27,29.06,28.97,570.35,564.23,644.99,642.05,26.79,26.88,26.77,26.86,84.45,85.43,95.74,95.6,47.67,47.63,49.03,49.06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-2.0,1.0,1187.0,2.0,3.0,8.0,7.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
14,0.305,34362.0,34375.0,47.8,0.0,0.0,0.0,0.0,-0.06,0.39,-0.0,-0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.66,-1.0,172.0,100.0,0.0,3.0,0.0,0.0,6818.0,0.0,0.0,13.93,13.17,29.54,29.29,570.35,564.23,644.99,642.05,26.79,26.88,26.77,26.86,84.45,85.43,95.74,95.6,47.73,47.69,49.03,49.05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,-2.0,1.0,1187.0,2.0,3.0,9.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
15,0.325,34363.0,34376.0,47.9,0.0,0.0,0.0,0.0,-0.06,0.4,-0.0,-0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.06,-0.66,-0.96,172.3,100.0,0.0,3.0,0.0,0.0,6819.0,0.0,0.0,14.22,13.68,30.34,29.88,570.35,564.23,644.99,642.05,26.79,26.88,26.77,26.86,84.45,85.43,95.74,95.6,47.81,47.78,49.08,49.15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,1186.0,2.0,3.0,9.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
16,0.345,34364.0,34377.0,47.9,0.0,0.0,0.0,0.0,-0.07,0.4,-0.0,-0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.07,-0.57,-0.96,172.5,100.0,0.0,3.0,0.0,0.0,6826.0,0.0,0.0,15.12,14.31,31.01,30.17,569.74,563.62,644.41,641.47,26.79,26.88,26.77,26.86,84.44,85.43,95.74,95.6,47.91,47.86,49.21,49.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,1186.0,2.0,3.0,9.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
17,0.365,34365.0,34378.0,48.0,-0.0,0.0,0.0,0.0,-0.07,0.4,-0.0,-0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.07,-0.57,-0.96,172.7,100.0,0.0,3.0,0.0,0.0,6841.0,0.0,0.0,15.49,14.8,30.92,30.42,569.74,563.62,644.41,641.47,26.79,26.88,26.77,26.86,84.44,85.43,95.74,95.6,47.99,47.96,49.32,49.29,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,-2.0,1.0,1186.0,2.0,3.0,9.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
18,0.39,34366.0,34379.0,48.1,0.0,-0.0,0.0,0.0,-0.08,0.39,-0.0,-0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.5,-0.96,173.2,100.0,0.0,3.0,0.0,0.0,6855.0,0.0,0.0,14.8,14.21,31.42,31.15,569.12,563.01,643.83,640.89,26.79,26.88,26.77,26.86,84.44,85.43,95.74,95.6,48.02,48.0,49.29,49.34,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,2.0,-2.0,1.0,1186.0,2.0,3.0,9.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
19,0.41,34367.0,34380.0,48.2,0.0,0.0,0.0,0.0,-0.08,0.38,-0.0,-0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.5,-1.0,173.4,100.0,0.0,3.0,0.0,0.0,6856.0,0.0,0.0,15.42,14.53,32.1,31.53,569.12,563.01,643.83,640.89,26.79,26.88,26.77,26.86,84.44,85.43,95.74,95.6,48.14,48.1,49.41,49.44,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,2.0,-2.0,2.0,1186.0,2.0,2.0,9.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
20,0.43,34368.0,34381.0,48.3,0.0,-0.0,-0.0,-0.0,-0.08,0.39,-0.0,-0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.5,-1.04,173.7,100.0,0.0,3.0,0.0,0.0,6872.0,0.0,0.0,16.07,15.1,31.92,31.38,569.12,563.01,643.83,640.89,26.79,26.88,26.77,26.86,84.44,85.43,95.74,95.6,48.23,48.21,49.66,49.66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,2.0,-1.0,2.0,1186.0,2.0,2.0,10.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
21,0.45,34369.0,34382.0,48.3,-0.0,-0.0,0.0,0.0,-0.08,0.4,-0.0,-0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.45,-1.12,173.9,100.0,0.0,3.0,0.0,0.0,6899.0,0.0,0.0,15.47,14.54,31.53,31.1,568.5,562.4,643.24,640.31,26.79,26.88,26.77,26.86,84.43,85.43,95.73,95.6,48.29,48.27,49.6,49.61,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,-1.0,2.0,1186.0,2.0,2.0,10.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
22,0.47,34370.0,34383.0,48.4,-0.0,-0.0,0.0,0.0,-0.07,0.4,-0.0,-0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.45,-1.36,174.4,100.0,0.0,3.0,0.0,0.0,6889.0,0.0,0.0,14.88,13.77,32.01,31.6,568.5,562.4,643.24,640.31,26.79,26.88,26.77,26.86,84.43,85.43,95.73,95.6,48.33,48.31,49.57,49.58,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-3.0,0.0,0.0,2.0,-1.0,2.0,1185.0,2.0,2.0,10.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
23,0.49,34371.0,34384.0,48.5,-0.0,-0.0,-0.0,-0.0,-0.05,0.38,-0.0,-0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.03,-0.67,-1.44,174.6,100.0,0.0,3.0,0.0,0.0,6895.0,0.0,0.0,14.43,13.41,32.01,31.8,567.88,561.79,642.66,639.73,26.79,26.88,26.77,26.86,84.43,85.43,95.73,95.59,48.36,48.35,49.81,49.82,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,2.0,-1.0,2.0,1185.0,3.0,2.0,10.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
24,0.51,34372.0,34385.0,48.6,0.0,0.0,-0.0,-0.0,-0.03,0.36,-0.0,-0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.03,-0.67,-1.44,174.8,100.0,0.0,3.0,0.0,0.0,6923.0,0.0,0.0,14.56,13.79,31.48,31.17,567.88,561.79,642.66,639.73,26.79,26.88,26.77,26.86,84.43,85.43,95.73,95.59,48.48,48.46,50.0,50.04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,2.0,1185.0,3.0,2.0,10.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
25,0.535,34373.0,34386.0,48.6,-0.0,-0.0,-0.0,-0.0,-0.05,0.38,-0.0,-0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.03,-0.67,-1.48,175.3,100.0,0.0,3.0,0.0,0.0,6963.0,0.0,0.0,14.53,14.14,30.85,30.06,567.88,561.79,642.66,639.73,26.79,26.88,26.77,26.86,84.43,85.43,95.73,95.59,48.6,48.57,50.07,50.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,2.0,1185.0,3.0,2.0,10.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
26,0.555,34374.0,34387.0,48.7,0.0,-0.0,0.0,0.0,-0.07,0.39,-0.0,-0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.07,-0.79,-1.48,175.5,100.0,0.0,3.0,0.0,0.0,6946.0,0.0,0.0,14.48,13.81,30.55,29.9,567.26,561.18,642.07,639.15,26.78,26.88,26.77,26.86,84.43,85.43,95.73,95.59,48.68,48.65,50.04,50.08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,1185.0,3.0,1.0,10.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
27,0.575,34375.0,34388.0,48.8,0.0,-0.0,0.0,0.0,-0.07,0.39,-0.0,-0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.07,-0.79,-1.48,175.7,100.0,0.0,3.0,0.0,0.0,6935.0,0.0,0.0,14.79,13.48,30.89,30.27,567.26,561.18,642.07,639.15,26.78,26.88,26.77,26.86,84.43,85.43,95.73,95.59,48.76,48.72,50.09,50.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,1185.0,3.0,1.0,10.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
28,0.595,34376.0,34389.0,48.9,-0.0,-0.0,0.0,0.0,-0.08,0.38,-0.0,-0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.77,-1.44,175.9,100.0,0.0,3.0,0.0,0.0,6952.0,0.0,0.0,14.86,13.13,30.87,30.76,566.64,560.56,641.49,638.57,26.78,26.88,26.77,26.86,84.42,85.43,95.73,95.59,48.83,48.78,50.15,50.15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,2.0,1185.0,3.0,1.0,10.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
29,0.615,34377.0,34390.0,48.9,-0.0,-0.0,0.0,0.0,-0.07,0.38,-0.0,-0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.77,-1.4,176.1,100.0,0.0,3.0,0.0,0.0,6971.0,0.0,0.0,14.4,13.08,31.22,31.07,566.64,560.56,641.49,638.57,26.78,26.88,26.77,26.86,84.42,85.43,95.73,95.59,48.89,48.87,50.17,50.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,3.0,1185.0,3.0,1.0,10.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
30,0.635,34378.0,34391.0,49.0,-0.0,-0.0,0.0,-0.0,-0.07,0.37,-0.0,-0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.77,-1.28,176.6,100.0,0.0,3.0,0.0,0.0,6982.0,0.0,0.0,13.79,12.74,31.69,31.19,566.64,560.56,641.49,638.57,26.78,26.88,26.77,26.86,84.42,85.43,95.73,95.59,48.93,48.91,50.25,50.31,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-1.0,3.0,1185.0,3.0,1.0,10.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
31,0.655,34379.0,34392.0,49.1,0.0,0.0,-0.0,-0.0,-0.07,0.37,-0.0,-0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.07,-0.73,-1.28,176.8,100.0,0.0,3.0,0.0,0.0,6988.0,0.0,0.0,14.02,12.79,31.59,30.83,566.01,559.95,640.9,637.98,26.78,26.88,26.77,26.86,84.42,85.43,95.72,95.59,49.02,48.98,50.39,50.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,3.0,1185.0,3.0,0.0,10.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
32,0.675,34380.0,34393.0,49.2,0.0,0.0,-0.0,-0.0,-0.07,0.37,-0.0,-0.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.07,-0.73,-1.24,177.0,100.0,0.0,3.0,0.0,0.0,7008.0,0.0,0.0,14.64,13.27,31.0,30.51,566.01,559.95,640.9,637.98,26.78,26.88,26.77,26.86,84.42,85.43,95.72,95.59,49.11,49.07,50.61,50.57,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,3.0,1185.0,3.0,0.0,10.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
33,0.695,34381.0,34394.0,49.2,-0.0,-0.0,-0.0,-0.0,-0.08,0.38,-0.0,-0.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.65,-1.16,177.2,100.0,0.0,3.0,0.0,0.0,7030.0,0.0,0.0,14.78,13.57,30.37,30.1,565.39,559.34,640.31,637.4,26.78,26.88,26.77,26.86,84.41,85.43,95.72,95.59,49.2,49.18,50.63,50.63,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,3.0,1185.0,3.0,0.0,9.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
34,0.715,34382.0,34395.0,49.3,-0.0,-0.0,0.0,-0.0,-0.08,0.38,-0.0,-0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.08,-0.65,-1.12,177.4,100.0,0.0,3.0,0.0,0.0,7032.0,0.0,0.0,14.09,12.92,30.3,29.79,565.39,559.34,640.31,637.4,26.78,26.88,26.77,26.86,84.41,85.43,95.72,95.59,49.25,49.22,50.58,50.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,3.0,1185.0,3.0,0.0,9.0,8.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
