"Format","MoTeC CSV File",,,"Workbook",""
"Venue","Spa",,,"Worksheet",""
"Vehicle","296 GT3",,,"Vehicle Desc",""
"Driver","",,,"Engine ID",""
"Device","ADL"
"Comment","",,,"Session",""
"Log Date","25.09.2023",,,"Origin Time","0.186","s"
"Log Time","13:08:23",,,"Start Time","0.190","s"
"Sample Rate","200.000","Hz",,"End Time","136.535","s"
"Duration","136.345","s",,"Start Distance","9","m"
"Range","Lap 2",,,"End Distance","6949","m"
"Beacon Markers"," "


"Time","Distance","Corr Dist","Corr Dist (Unstretched)","Corr Speed","Damper Vel FL","Damper Vel FR","Damper Vel RL","Damper Vel RR","glat","glong","Oversteer","steered angle","is1st","is2nd","is3rd","is4th","is5th","is6th","is2ndWOT","is3rdWOT","isWOT","LAP_BEACON","G_LAT","ROTY","STEERANGLE","SPEED","THROTTLE","BRAKE","GEAR","G_LON","CLUTCH","RPMS","TC","ABS","SUS_TRAVEL_LF","SUS_TRAVEL_RF","SUS_TRAVEL_LR","SUS_TRAVEL_RR","BRAKE_TEMP_LF","BRAKE_TEMP_RF","BRAKE_TEMP_LR","BRAKE_TEMP_RR","TYRE_PRESS_LF","TYRE_PRESS_RF","TYRE_PRESS_LR","TYRE_PRESS_RR","TYRE_TAIR_LF","TYRE_TAIR_RF","TYRE_TAIR_LR","TYRE_TAIR_RR","WHEEL_SPEED_LF","WHEEL_SPEED_RF","WHEEL_SPEED_LR","WHEEL_SPEED_RR","BUMPSTOPUP_RIDE_LF","BUMPSTOPUP_RIDE_RF","BUMPSTOPUP_RIDE_LR","BUMPSTOPUP_RIDE_RR","BUMPSTOPDN_RIDE_LF","BUMPSTOPDN_RIDE_RF","BUMPSTOPDN_RIDE_LR","BUMPSTOPDN_RIDE_RR","BUMPSTOP_FORCE_LF","BUMPSTOP_FORCE_RF","BUMPSTOP_FORCE_LR","BUMPSTOP_FORCE_RR","EN_ET","EN_TL","EN_TD","EN_TB","EN_TW","EN_W","EN_Dy","EN_AP","EN_GR","TIME"
"s","m","m","m","m/s","m/s","m/s","m/s","m/s","G","G","rad","deg","","","","","","","","","","..","m/s2","deg/s","deg","km/h","%","%","no","m/s2","%","1/min","..","..","mm","mm","mm","mm","C","C","C","C","..","..","..","..","C","C","C","C","m/s","m/s","m/s","m/s","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."


"0.000","0","34348","34361","46.6","0.0","0.0","0.0","0.0","-0.07","0.40","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.87","-1.44","167.6","100","0","3","0","0","6632","0","0","15.38","13.78","30.59","30.26","574.03","567.85","648.46","645.49","26.79","26.88","26.77","26.86","84.47","85.44","95.75","95.60","46.57","46.51","47.86","47.84","0","0","1","1","0","0","0","0","0","0","0","-0","-0","2","2","-1","2","1188","0","2","7","7"
"0.005","0","34348","34361","46.6","-0.0","-0.0","0.0","0.0","-0.07","0.40","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.87","-1.40","167.8","100","0","3","0","0","6647","0","0","15.36","13.64","30.56","30.44","574.03","567.85","648.46","645.49","26.79","26.88","26.77","26.86","84.47","85.44","95.75","95.60","46.59","46.53","47.88","47.86","0","0","1","1","0","0","0","0","0","0","0","-0","-0","2","2","-1","2","1188","0","2","7","7"
"0.010","0","34348","34361","46.6","-0.0","-0.0","0.0","0.0","-0.08","0.40","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.87","-1.40","167.8","100","0","3","0","0","6647","0","0","15.10","13.49","30.54","30.57","574.03","567.85","648.46","645.49","26.79","26.88","26.77","26.86","84.47","85.44","95.75","95.60","46.58","46.52","47.90","47.92","0","0","1","1","0","0","0","0","0","0","0","-0","-0","2","2","-1","2","1188","0","2","7","7"
"0.015","1","34349","34361","46.6","-0.0","-0.0","0.0","0.0","-0.07","0.40","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.87","-1.40","167.8","100","0","3","0","0","6647","0","0","15.02","13.43","30.55","30.56","574.03","567.85","648.46","645.49","26.79","26.88","26.77","26.86","84.47","85.44","95.75","95.60","46.59","46.54","47.94","47.97","0","0","1","1","0","0","0","0","0","0","0","-0","-0","2","2","-1","2","1188","0","2","7","7"
"0.020","1","34349","34362","46.7","-0.0","-0.0","0.0","0.0","-0.07","0.40","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.87","-1.36","168.1","100","0","3","0","0","6670","0","0","14.76","13.46","30.57","30.47","574.03","567.85","648.46","645.49","26.79","26.88","26.77","26.86","84.47","85.44","95.75","95.60","46.59","46.56","47.95","47.98","0","0","1","1","0","0","0","0","0","0","0","-0","-0","2","2","-1","2","1188","0","2","7","7"
"0.025","1","34349","34362","46.7","-0.0","-0.0","0.0","0.0","-0.07","0.39","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.87","-1.36","168.1","100","0","3","0","0","6670","0","0","14.69","13.53","30.61","30.36","574.03","567.85","648.46","645.49","26.79","26.88","26.77","26.86","84.47","85.44","95.75","95.60","46.61","46.59","47.95","47.98","0","0","1","1","0","0","0","0","0","0","0","-0","-0","2","2","-1","2","1188","0","2","7","7"
"0.030","1","34349","34362","46.7","-0.0","-0.0","0.0","0.0","-0.07","0.39","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.87","-1.36","168.1","100","0","3","0","0","6670","0","0","14.46","13.58","30.66","30.33","574.03","567.85","648.46","645.49","26.79","26.88","26.77","26.86","84.47","85.44","95.75","95.60","46.62","46.62","47.95","47.98","0","0","1","1","0","0","0","0","0","0","0","-0","-0","2","2","-1","2","1188","0","2","7","7"
"0.035","2","34349","34362","46.7","-0.0","-0.0","0.0","0.0","-0.07","0.39","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.87","-1.28","168.3","100","0","3","0","0","6675","0","0","14.42","13.55","30.76","30.36","574.03","567.85","648.46","645.49","26.79","26.88","26.77","26.86","84.47","85.44","95.75","95.60","46.65","46.64","47.94","47.97","0","0","1","1","0","0","0","0","0","0","0","-0","-0","2","2","-1","2","1188","0","2","7","7"
"0.040","2","34350","34362","46.7","-0.0","-0.0","0.0","0.0","-0.07","0.39","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.83","-1.28","168.3","100","0","3","0","0","6675","0","0","14.24","13.45","30.90","30.48","573.42","567.25","647.89","644.92","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.66","46.65","47.92","47.94","0","0","1","1","0","0","0","0","0","0","0","-0","-0","2","2","-1","2","1188","0","2","7","7"
"0.045","2","34350","34363","46.8","-0.0","-0.0","0.0","0.0","-0.07","0.39","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.83","-1.28","168.3","100","0","3","0","0","6675","0","0","14.12","13.30","31.12","30.65","573.42","567.25","647.89","644.92","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.68","46.66","47.93","47.98","0","0","1","1","0","0","0","0","0","0","-2","-1","-0","2","2","-1","2","1188","0","2","7","7"
"0.050","2","34350","34363","46.8","-0.0","-0.0","0.0","-0.0","-0.07","0.39","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.83","-1.28","168.3","100","0","3","0","0","6675","0","0","14.05","13.13","31.31","30.75","573.42","567.25","647.89","644.92","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.70","46.67","47.99","48.07","0","0","1","1","0","0","0","0","0","0","0","-1","-0","2","2","-1","2","1188","0","2","7","7"
"0.055","3","34350","34363","46.8","-0.0","-0.0","0.0","-0.0","-0.06","0.38","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.83","-1.28","168.5","100","0","3","0","0","6673","0","0","14.00","12.97","31.44","30.69","573.42","567.25","647.89","644.92","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.71","46.68","48.06","48.15","0","0","1","1","0","0","0","0","0","0","0","-1","-0","2","2","-1","2","1188","0","2","7","7"
"0.060","3","34351","34363","46.8","-0.0","-0.0","-0.0","-0.0","-0.06","0.38","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.83","-1.28","168.5","100","0","3","0","0","6673","0","0","13.97","12.84","31.45","30.49","573.42","567.25","647.89","644.92","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.73","46.69","48.16","48.22","0","0","1","1","0","0","0","0","0","0","0","-0","-0","2","2","-1","2","1188","0","2","7","7"
"0.065","3","34351","34364","46.8","0.0","-0.0","-0.0","-0.0","-0.06","0.38","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.83","-1.28","168.5","100","0","3","0","0","6673","0","0","13.96","12.79","31.29","30.38","573.42","567.25","647.89","644.92","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.75","46.71","48.25","48.27","0","0","1","1","0","0","0","0","0","0","0","-0","-1","2","2","-1","2","1188","0","2","7","7"
"0.070","3","34351","34364","46.9","0.0","-0.0","-0.0","-0.0","-0.06","0.39","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.83","-1.28","168.8","100","0","3","0","0","6693","0","0","13.95","12.77","31.16","30.28","573.42","567.25","647.89","644.92","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.78","46.74","48.26","48.26","0","0","1","1","0","0","0","0","0","0","0","-0","-1","2","2","-1","2","1188","0","2","7","7"
"0.075","4","34351","34364","46.9","0.0","-0.0","-0.0","-0.0","-0.06","0.39","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.83","-1.28","168.8","100","0","3","0","0","6693","0","0","13.99","12.74","31.01","30.21","573.42","567.25","647.89","644.92","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.80","46.76","48.29","48.26","0","0","1","1","0","0","0","0","0","0","0","-0","-1","2","2","-1","2","1188","0","2","7","7"
"0.080","4","34352","34364","46.9","0.0","-0.0","-0.0","-0.0","-0.06","0.39","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.83","-1.28","168.8","100","0","3","0","0","6693","0","0","14.05","12.71","30.85","30.13","573.42","567.25","647.89","644.92","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.83","46.78","48.31","48.28","0","0","1","1","0","0","0","0","0","0","0","-0","-1","1","2","-1","2","1188","0","2","7","7"
"0.085","4","34352","34365","46.9","0.0","-0.0","-0.0","-0.0","-0.06","0.39","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.68","-1.28","168.8","100","0","3","0","0","6693","0","0","14.13","12.70","30.68","30.06","572.81","566.65","647.31","644.35","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.85","46.81","48.34","48.30","0","0","1","1","0","0","0","0","0","0","0","-0","-1","1","2","-1","2","1188","0","2","7","7"
"0.090","4","34352","34365","46.9","0.0","-0.0","-0.0","-0.0","-0.06","0.40","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.68","-1.28","169.0","100","0","3","0","0","6716","0","0","14.24","12.67","30.51","29.99","572.81","566.65","647.31","644.35","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.87","46.84","48.37","48.33","0","0","1","1","0","0","0","0","0","0","0","-0","-1","1","2","-1","2","1188","0","2","7","7"
"0.095","4","34352","34365","47.0","0.0","-0.0","-0.0","-0.0","-0.06","0.40","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.68","-1.28","169.0","100","0","3","0","0","6716","0","0","14.39","12.61","30.34","29.89","572.81","566.65","647.31","644.35","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.89","46.85","48.40","48.37","0","0","1","1","0","0","0","0","0","0","0","-0","-1","1","2","-1","2","1188","0","2","7","7"
"0.100","5","34353","34365","47.0","0.0","-0.0","-0.0","-0.0","-0.06","0.40","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.68","-1.28","169.0","100","0","3","0","0","6716","0","0","14.56","12.61","30.18","29.78","572.81","566.65","647.31","644.35","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.92","46.87","48.42","48.40","0","0","1","1","0","0","0","0","0","0","0","-0","-1","1","2","-1","2","1188","0","2","7","7"
"0.105","5","34353","34365","47.0","0.0","-0.0","-0.0","-0.0","-0.06","0.41","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.68","-1.28","169.2","100","0","3","0","0","6728","0","0","14.71","12.67","30.04","29.65","572.81","566.65","647.31","644.35","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.95","46.91","48.44","48.43","0","0","1","1","0","0","0","0","0","0","0","-0","-2","1","2","-1","2","1188","0","2","7","7"
"0.110","5","34353","34366","47.0","0.0","-0.0","-0.0","-0.0","-0.06","0.41","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.68","-1.28","169.2","100","0","3","0","0","6728","0","0","14.79","12.75","29.92","29.55","572.81","566.65","647.31","644.35","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.97","46.94","48.45","48.45","0","0","1","1","0","0","0","0","0","0","0","-0","-2","1","2","-1","2","1188","0","2","7","7"
"0.115","5","34353","34366","47.0","-0.0","-0.0","-0.0","-0.0","-0.07","0.41","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.68","-1.28","169.2","100","0","3","0","0","6728","0","0","14.81","12.75","29.77","29.43","572.81","566.65","647.31","644.35","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","46.99","46.97","48.45","48.45","0","0","1","1","0","0","0","0","0","0","0","-0","-2","1","2","-1","2","1188","0","2","7","7"
"0.120","6","34353","34366","47.0","-0.0","-0.0","-0.0","-0.0","-0.07","0.41","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.68","-1.28","169.5","100","0","3","0","0","6729","0","0","14.74","12.66","29.66","29.36","572.81","566.65","647.31","644.35","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","47.02","46.98","48.45","48.44","0","0","1","1","0","0","0","0","0","0","0","-0","-0","1","2","-1","1","1188","1","2","7","7"
"0.125","6","34354","34366","47.1","-0.0","-0.0","-0.0","-0.0","-0.07","0.41","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.68","-1.28","169.5","100","0","3","0","0","6729","0","0","14.58","12.49","29.54","29.36","572.81","566.65","647.31","644.35","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","47.03","47.00","48.45","48.45","0","0","1","1","0","0","0","0","0","0","0","-0","-0","1","2","-1","1","1188","1","2","7","7"
"0.130","6","34354","34367","47.1","-0.0","-0.0","-0.0","-0.0","-0.07","0.41","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.68","-1.28","169.5","100","0","3","0","0","6729","0","0","14.39","12.32","29.45","29.38","572.81","566.65","647.31","644.35","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","47.04","47.02","48.45","48.47","0","0","1","1","0","0","0","0","0","0","0","-0","-0","1","2","-1","1","1188","1","2","7","7"
"0.135","6","34354","34367","47.1","-0.0","-0.0","0.0","0.0","-0.07","0.40","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.06","-0.68","-1.40","169.7","100","0","3","0","0","6723","0","0","14.20","12.19","29.42","29.39","572.81","566.65","647.31","644.35","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","47.05","47.03","48.45","48.47","0","0","1","1","0","0","0","0","0","0","0","-0","-0","1","2","-1","1","1188","1","2","7","7"
"0.140","7","34354","34367","47.1","-0.0","-0.0","0.0","0.0","-0.08","0.40","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.49","-1.40","169.7","100","0","3","0","0","6723","0","0","14.12","12.05","29.46","29.43","572.20","566.05","646.73","643.77","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","47.07","47.05","48.44","48.47","0","0","1","1","0","0","0","0","0","0","0","-0","-0","1","2","-1","1","1188","1","2","7","7"
"0.145","7","34355","34367","47.2","-0.0","-0.0","0.0","0.0","-0.08","0.40","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.49","-1.40","169.7","100","0","3","0","0","6723","0","0","13.88","11.90","29.54","29.47","572.20","566.05","646.73","643.77","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","47.08","47.06","48.44","48.49","0","0","1","1","0","0","0","0","0","0","0","-0","0","1","2","-2","1","1188","1","3","7","7"
"0.150","7","34355","34368","47.2","-0.0","-0.0","0.0","0.0","-0.08","0.40","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.49","-1.40","169.7","100","0","3","0","0","6723","0","0","13.81","11.79","29.67","29.49","572.20","566.05","646.73","643.77","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","47.10","47.07","48.43","48.48","0","0","1","1","0","0","0","0","0","0","0","-0","0","1","2","-2","1","1188","1","3","7","7"
"0.155","7","34355","34368","47.2","-0.0","-0.0","0.0","0.0","-0.08","0.40","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.49","-1.44","170.0","100","0","3","0","0","6723","0","0","13.65","11.60","29.82","29.57","572.20","566.05","646.73","643.77","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","47.11","47.09","48.43","48.46","0","0","1","1","0","0","0","0","0","0","0","-0","0","1","2","-2","1","1188","1","3","7","7"
"0.160","8","34355","34368","47.2","-0.0","-0.0","0.0","0.0","-0.08","0.40","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.49","-1.44","170.0","100","0","3","0","0","6723","0","0","13.50","11.51","29.97","29.70","572.20","566.05","646.73","643.77","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","47.12","47.09","48.46","48.47","0","0","1","1","0","0","0","0","0","0","0","-0","0","1","2","-2","1","1188","1","3","7","7"
"0.165","8","34356","34368","47.2","-0.0","-0.0","0.0","0.0","-0.08","0.40","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.49","-1.44","170.0","100","0","3","0","0","6723","0","0","13.44","11.40","30.04","29.86","572.20","566.05","646.73","643.77","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","47.13","47.11","48.50","48.48","0","0","1","1","0","0","0","0","0","0","0","-0","0","1","2","-2","1","1188","1","3","7","7"
"0.170","8","34356","34369","47.2","-0.0","-0.0","-0.0","0.0","-0.08","0.40","-0.00","-0.14","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.49","-1.52","170.2","100","0","3","0","0","6735","0","0","13.40","11.34","30.04","30.01","572.20","566.05","646.73","643.77","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","47.15","47.12","48.54","48.52","0","0","1","1","0","0","0","0","0","0","0","-0","0","1","2","-2","1","1188","1","3","7","7"
"0.175","8","34356","34369","47.3","-0.0","0.0","-0.0","0.0","-0.07","0.40","-0.00","-0.14","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.49","-1.52","170.2","100","0","3","0","0","6735","0","0","13.41","11.32","29.99","30.11","572.20","566.05","646.73","643.77","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","47.19","47.14","48.60","48.57","0","0","1","1","0","0","0","0","0","0","0","-0","0","1","2","-2","1","1188","1","3","7","7"
"0.180","8","34356","34369","47.3","-0.0","0.0","-0.0","0.0","-0.07","0.40","-0.00","-0.14","0","0","1","0","0","0","0","1","1.00","0","-0.08","-0.49","-1.52","170.2","100","0","3","0","0","6735","0","0","13.31","11.40","29.84","30.15","572.20","566.05","646.73","643.77","26.79","26.88","26.77","26.86","84.46","85.44","95.75","95.60","47.21","47.16","48.65","48.62","0","0","1","1","0","0","0","0","0","0","0","-0","0","1","2","-2","1","1188","1","3","7","7"
"0.185","9","34357","34369","47.3","-0.0","0.0","-0.0","-0.0","-0.06","0.39","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.04","-0.65","-1.52","170.2","100","0","3","0","0","6735","0","0","13.13","11.56","29.73","30.11","571.59","565.44","646.15","643.20","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.20","47.20","48.70","48.66","0","0","1","1","0","0","0","0","0","0","0","-0","-1","1","2","-2","1","1187","1","3","7","7"
"0.190","9","34357","34369","47.3","-0.0","0.0","-0.0","-0.0","-0.06","0.39","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.04","-0.65","-1.44","170.4","100","0","3","0","0","6762","0","0","13.08","11.73","29.56","30.00","571.59","565.44","646.15","643.20","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.22","47.22","48.75","48.72","0","0","1","1","0","0","0","0","0","0","0","-0","-1","1","2","-2","1","1187","1","3","7","7"
"0.195","9","34357","34370","47.3","-0.0","0.0","-0.0","-0.0","-0.06","0.39","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.04","-0.65","-1.44","170.4","100","0","3","0","0","6762","0","0","13.05","11.94","29.43","29.82","571.59","565.44","646.15","643.20","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.24","47.25","48.78","48.75","0","0","1","1","0","0","0","0","0","0","0","-0","-1","1","2","-2","1","1187","1","3","7","7"
"0.200","9","34357","34370","47.4","-0.0","0.0","-0.0","-0.0","-0.05","0.39","-0.00","-0.13","0","0","1","0","0","0","0","1","1.00","0","-0.04","-0.65","-1.44","170.4","100","0","3","0","0","6762","0","0","13.10","12.16","29.32","29.76","571.59","565.44","646.15","643.20","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.28","47.27","48.81","48.80","0","0","1","1","0","0","0","0","0","0","0","-0","-1","1","2","-2","1","1187","1","3","8","7"
"0.205","10","34357","34370","47.4","-0.0","0.0","-0.0","-0.0","-0.05","0.39","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.04","-0.65","-1.32","170.6","100","0","3","0","0","6784","0","0","13.12","12.35","29.22","29.65","571.59","565.44","646.15","643.20","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.32","47.30","48.84","48.84","0","0","1","1","0","0","0","0","0","0","0","-0","-1","1","2","-2","1","1187","1","3","8","7"
"0.210","10","34358","34370","47.4","-0.0","0.0","-0.0","-0.0","-0.04","0.39","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.04","-0.65","-1.32","170.6","100","0","3","0","0","6784","0","0","13.00","12.48","29.12","29.51","571.59","565.44","646.15","643.20","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.32","47.33","48.86","48.89","0","0","1","1","0","0","0","0","0","0","0","0","-1","1","2","-2","1","1187","1","3","8","7"
"0.215","10","34358","34371","47.4","0.0","0.0","-0.0","-0.0","-0.05","0.39","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.04","-0.65","-1.32","170.6","100","0","3","0","0","6784","0","0","12.96","12.54","29.00","29.33","571.59","565.44","646.15","643.20","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.33","47.34","48.88","48.91","0","0","1","1","0","0","0","0","0","0","0","0","-1","1","2","-2","1","1187","1","3","8","7"
"0.220","10","34358","34371","47.4","0.0","0.0","-0.0","-0.0","-0.05","0.39","-0.00","-0.12","0","0","1","0","0","0","0","1","1.00","0","-0.04","-0.65","-1.24","170.9","100","0","3","0","0","6793","0","0","12.98","12.60","28.91","29.20","571.59","565.44","646.15","643.20","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.36","47.36","48.85","48.92","0","0","1","1","0","0","0","0","0","0","0","0","-1","1","2","-2","1","1187","1","3","8","7"
"0.225","11","34358","34371","47.5","0.0","0.0","-0.0","-0.0","-0.05","0.39","-0.00","-0.11","0","0","1","0","0","0","0","1","1.00","0","-0.04","-0.65","-1.24","170.9","100","0","3","0","0","6793","0","0","13.07","12.63","28.90","29.06","571.59","565.44","646.15","643.20","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.40","47.38","48.83","48.93","0","0","1","1","0","0","0","0","0","0","0","0","-1","1","2","-2","1","1187","1","3","8","7"
"0.230","11","34359","34371","47.5","0.0","0.0","-0.0","-0.0","-0.05","0.39","-0.00","-0.11","0","0","1","0","0","0","0","1","1.00","0","-0.04","-0.65","-1.24","170.9","100","0","3","0","0","6793","0","0","13.13","12.60","28.98","28.91","571.59","565.44","646.15","643.20","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.42","47.40","48.87","48.96","0","0","1","1","0","0","0","0","0","0","0","0","-1","1","2","-2","1","1187","1","3","8","7"
"0.235","11","34359","34372","47.5","0.0","0.0","-0.0","-0.0","-0.06","0.39","-0.00","-0.11","0","0","1","0","0","0","0","1","1.00","0","-0.04","-0.65","-1.24","171.1","100","0","3","0","0","6789","0","0","13.12","12.53","29.00","28.79","571.59","565.44","646.15","643.20","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.44","47.40","48.92","48.98","0","0","1","1","0","0","0","0","0","0","0","-0","-1","1","2","-2","1","1187","1","3","8","7"
"0.240","11","34359","34372","47.5","0.0","0.0","0.0","-0.0","-0.06","0.39","-0.00","-0.11","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.75","-1.24","171.1","100","0","3","0","0","6789","0","0","13.14","12.49","28.94","28.71","570.97","564.83","645.57","642.62","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.46","47.42","48.94","48.99","0","0","1","1","0","0","0","0","0","0","0","-0","-0","1","2","-2","1","1187","1","3","8","7"
"0.245","12","34359","34372","47.5","0.0","0.0","0.0","-0.0","-0.06","0.39","-0.00","-0.11","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.75","-1.24","171.1","100","0","3","0","0","6789","0","0","13.21","12.53","28.90","28.54","570.97","564.83","645.57","642.62","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.48","47.44","48.92","48.96","0","0","1","0","0","0","0","0","0","0","0","0","-0","1","2","-2","1","1187","1","3","8","7"
"0.250","12","34360","34372","47.6","0.0","0.0","-0.0","-0.0","-0.06","0.39","-0.00","-0.11","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.75","-1.24","171.1","100","0","3","0","0","6789","0","0","13.29","12.67","28.91","28.51","570.97","564.83","645.57","642.62","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.51","47.47","48.92","48.95","0","0","1","0","0","0","0","0","0","0","0","0","-0","1","2","-2","1","1187","1","3","8","7"
"0.255","12","34360","34373","47.6","0.0","0.0","-0.0","0.0","-0.06","0.39","-0.00","-0.11","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.75","-1.16","171.3","100","0","3","0","0","6785","0","0","13.38","12.84","28.98","28.55","570.97","564.83","645.57","642.62","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.53","47.50","48.93","48.94","0","0","1","0","0","0","0","0","0","0","0","0","-0","1","2","-2","1","1187","1","3","8","7"
"0.260","12","34360","34373","47.6","0.0","0.0","0.0","0.0","-0.07","0.39","-0.00","-0.11","0","0","1","0","0","0","0","1","1.00","0","-0.07","-0.75","-1.16","171.3","100","0","3","0","0","6785","0","0","13.48","13.02","29.02","28.64","570.97","564.83","645.57","642.62","26.79","26.88","26.77","26.86","84.45","85.44","95.74","95.60","47.55","47.53","48.98","48.97","0","0","1","0","0","0","0","0","0","0","0","0","-0","1","2","-2","1","1187","1","3","8","7"
