"Time","Distance","Corr Dist","Corr Dist (Unstretched)","Corr Speed","Damper Vel FL","Damper Vel FR","Damper Vel RL","Damper Vel RR","glat","glong","Oversteer","steered angle","is1st","is2nd","is3rd","is4th","is5th","is6th","is2ndWOT","is3rdWOT","isWOT","LAP_BEACON","G_LAT","ROTY","STEERANGLE","SPEED","THROTTLE","BRAKE","GEAR","G_LON","CLUTCH","RPMS","TC","ABS","SUS_TRAVEL_LF","SUS_TRAVEL_RF","SUS_TRAVEL_LR","SUS_TRAVEL_RR","BRAKE_TEMP_LF","BRAKE_TEMP_RF","BRAKE_TEMP_LR","BRAKE_TEMP_RR","TYRE_PRESS_LF","TYRE_PRESS_RF","TYRE_PRESS_LR","TYRE_PRESS_RR","TYRE_TAIR_LF","TYRE_TAIR_RF","TYRE_TAIR_LR","TYRE_TAIR_RR","WHEEL_SPEED_LF","WHEEL_SPEED_RF","WHEEL_SPEED_LR","WHEEL_SPEED_RR","BUMPSTOPUP_RIDE_LF","BUMPSTOPUP_RIDE_RF","BUMPSTOPUP_RIDE_LR","BUMPSTOPUP_RIDE_RR","BUMPSTOPDN_RIDE_LF","BUMPSTOPDN_RIDE_RF","BUMPSTOPDN_RIDE_LR","BUMPSTOPDN_RIDE_RR","BUMPSTOP_FORCE_LF","BUMPSTOP_FORCE_RF","BUMPSTOP_FORCE_LR","BUMPSTOP_FORCE_RR","EN_ET","EN_TL","EN_TD","EN_TB","EN_TW","EN_W","EN_Dy","EN_AP","EN_GR","TIME"
"s","m","m","m","m/s","m/s","m/s","m/s","m/s","G","G","rad","deg","","","","","","","","","","..","m/s2","deg/s","deg","km/h","%","%","no","m/s2","%","1/min","..","..","mm","mm","mm","mm","C","C","C","C","..","..","..","..","C","C","C","C","m/s","m/s","m/s","m/s","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."


"91.605","4655","39003","39016","38.5","0.0","-0.0","0.0","-0.0","1.49","0.50","0.01","1.10","0","0","1","0","0","0","0","1","1.00","0","1.47","16.80","11.92","138.6","100","0","3","0","0","5605","0","0","6.43","21.99","20.28","32.19","634.52","625.91","711.97","707.49","26.70","26.77","26.67","26.77","83.51","84.28","94.71","94.65","37.98","38.60","40.40","40.10","0","1","0","1","0","0","0","0","0","0","0","-6","5","1","-0","-0","4","1188","1","2","5","99"
"91.610","4655","39003","39016","38.5","0.0","-0.0","0.0","-0.0","1.47","0.50","0.01","1.08","0","0","1","0","0","0","0","1","1.00","0","1.47","16.80","11.92","138.6","100","0","3","0","0","5605","0","0","6.60","21.86","20.31","32.05","634.52","625.91","711.97","707.49","26.70","26.77","26.67","26.77","83.51","84.28","94.71","94.65","38.02","38.62","40.38","40.11","0","1","0","1","0","0","0","0","0","0","0","-5","5","1","-0","-0","4","1188","1","2","5","99"
"91.615","4656","39003","39016","38.5","0.0","-0.0","0.0","-0.0","1.46","0.50","0.01","1.06","0","0","1","0","0","0","0","1","1.00","0","1.47","16.80","11.92","138.6","100","0","3","0","0","5605","0","0","6.77","21.65","20.41","31.94","634.52","625.91","711.97","707.49","26.70","26.77","26.67","26.77","83.51","84.28","94.71","94.65","38.06","38.64","40.36","40.10","0","1","0","1","0","0","0","0","0","0","0","-5","5","1","-0","-0","4","1188","1","2","5","99"
"91.620","4656","39004","39016","38.5","0.0","-0.0","0.0","-0.0","1.45","0.51","0.01","1.04","0","0","1","0","0","0","0","1","1.00","0","1.47","16.80","11.08","138.8","100","0","3","0","0","5611","0","0","6.86","21.53","20.53","31.80","634.52","625.91","711.97","707.49","26.70","26.77","26.67","26.77","83.51","84.28","94.71","94.65","38.08","38.66","40.37","40.11","0","1","0","1","0","0","0","0","0","0","0","-4","5","1","-0","-0","4","1188","1","2","5","99"
"91.625","4656","39004","39016","38.6","0.0","-0.0","-0.0","-0.0","1.44","0.51","0.01","1.01","0","0","1","0","0","0","0","1","1.00","0","1.47","16.80","11.08","138.8","100","0","3","0","0","5611","0","0","7.00","21.32","20.60","31.73","634.52","625.91","711.97","707.49","26.70","26.77","26.67","26.77","83.51","84.28","94.71","94.65","38.12","38.69","40.40","40.12","0","1","0","1","0","0","0","0","0","0","0","-4","5","1","-0","-0","4","1188","1","3","6","99"
"91.630","4656","39004","39017","38.6","0.0","-0.0","-0.0","-0.0","1.43","0.51","0.01","0.99","0","0","1","0","0","0","0","1","1.00","0","1.47","16.80","11.08","138.8","100","0","3","0","0","5611","0","0","7.08","21.20","20.60","31.65","634.52","625.91","711.97","707.49","26.70","26.77","26.67","26.77","83.51","84.28","94.71","94.65","38.14","38.70","40.48","40.16","0","1","0","1","0","0","0","0","0","0","0","-3","5","1","-0","-0","4","1188","1","3","6","99"
"91.635","4656","39004","39017","38.6","0.0","-0.0","-0.0","-0.0","1.42","0.51","0.01","0.97","0","0","1","0","0","0","0","1","1.00","0","1.47","16.80","10.20","139.1","100","0","3","0","0","5622","0","0","7.22","21.03","20.45","31.63","634.52","625.91","711.97","707.49","26.70","26.77","26.67","26.77","83.51","84.28","94.71","94.65","38.18","38.73","40.57","40.22","0","1","0","1","0","0","0","0","0","0","0","-3","5","1","-0","-0","4","1188","1","3","6","99"
"91.640","4656","39004","39017","38.6","0.0","-0.0","-0.0","-0.0","1.41","0.51","0.01","0.94","0","0","1","0","0","0","0","1","1.00","0","1.36","15.49","10.20","139.1","100","0","3","0","0","5622","0","0","7.25","20.87","20.28","31.62","633.91","625.32","711.38","706.91","26.70","26.77","26.67","26.77","83.51","84.29","94.71","94.66","38.19","38.74","40.63","40.25","0","1","0","1","0","0","0","0","0","0","0","-3","5","1","-0","-0","4","1188","1","3","6","99"
"91.645","4657","39005","39017","38.6","0.0","-0.0","-0.0","0.0","1.40","0.51","0.01","0.92","0","0","1","0","0","0","0","1","1.00","0","1.36","15.49","10.20","139.1","100","0","3","0","0","5622","0","0","7.38","20.72","20.15","31.69","633.91","625.32","711.38","706.91","26.70","26.77","26.67","26.77","83.51","84.29","94.71","94.66","38.22","38.78","40.61","40.24","0","1","0","1","0","0","0","0","0","0","0","-3","5","1","-0","-0","4","1188","1","3","6","99"
"91.650","4657","39005","39017","38.7","0.0","-0.0","-0.0","0.0","1.38","0.52","0.00","0.91","0","0","1","0","0","0","0","1","1.00","0","1.36","15.49","10.20","139.1","100","0","3","0","0","5622","0","0","7.47","20.53","20.00","31.76","633.91","625.32","711.38","706.91","26.70","26.77","26.67","26.77","83.51","84.29","94.71","94.66","38.25","38.80","40.62","40.26","0","1","0","1","0","0","0","0","0","0","0","-4","5","1","-0","-0","4","1188","1","3","6","99"
"91.655","4657","39005","39018","38.7","0.0","-0.0","-0.0","0.0","1.37","0.52","0.00","0.90","0","0","1","0","0","0","0","1","1.00","0","1.36","15.49","9.80","139.4","100","0","3","0","0","5635","0","0","7.52","20.39","19.90","31.76","633.91","625.32","711.38","706.91","26.70","26.77","26.67","26.77","83.51","84.29","94.71","94.66","38.27","38.82","40.62","40.29","0","1","0","1","0","0","0","0","0","0","0","-4","5","1","-0","-0","4","1188","1","3","6","99"
"91.660","4657","39005","39018","38.7","0.0","-0.0","-0.0","0.0","1.36","0.52","0.00","0.89","0","0","1","0","0","0","0","1","1.00","0","1.36","15.49","9.80","139.4","100","0","3","0","0","5635","0","0","7.61","20.20","19.81","31.76","633.91","625.32","711.38","706.91","26.70","26.77","26.67","26.77","83.51","84.29","94.71","94.66","38.30","38.84","40.58","40.26","0","1","0","1","0","0","0","0","0","0","0","-4","5","1","-0","-0","4","1188","1","3","6","99"
"91.665","4657","39005","39018","38.7","0.0","-0.0","0.0","0.0","1.36","0.52","0.00","0.90","0","0","1","0","0","0","0","1","1.00","0","1.36","15.49","9.80","139.4","100","0","3","0","0","5635","0","0","7.66","20.06","19.80","31.74","633.91","625.32","711.38","706.91","26.70","26.77","26.67","26.77","83.51","84.29","94.71","94.66","38.31","38.86","40.54","40.24","0","1","0","1","0","0","0","0","0","0","0","-4","5","1","-1","-0","4","1188","1","3","6","99"
"91.670","4658","39005","39018","38.8","0.0","-0.0","0.0","0.0","1.36","0.52","0.00","0.91","0","0","1","0","0","0","0","1","1.00","0","1.36","15.49","10.20","139.6","100","0","3","0","0","5628","0","0","7.81","19.86","19.87","31.74","633.91","625.32","711.38","706.91","26.70","26.77","26.67","26.77","83.51","84.29","94.71","94.66","38.35","38.88","40.54","40.25","0","1","0","1","0","0","0","0","0","0","0","-4","5","1","-1","-0","4","1188","1","3","6","99"
"91.675","4658","39006","39018","38.8","0.0","-0.0","0.0","0.0","1.36","0.52","0.00","0.92","0","0","1","0","0","0","0","1","1.00","0","1.36","15.49","10.20","139.6","100","0","3","0","0","5628","0","0","7.95","19.75","19.97","31.75","633.91","625.32","711.38","706.91","26.70","26.77","26.67","26.77","83.51","84.29","94.71","94.66","38.39","38.89","40.52","40.23","0","1","0","1","0","0","0","0","0","0","0","-4","5","1","-1","-0","4","1188","1","3","6","99"
"91.680","4658","39006","39019","38.8","0.0","-0.0","0.0","0.0","1.36","0.52","0.00","0.95","0","0","1","0","0","0","0","1","1.00","0","1.36","15.49","10.20","139.6","100","0","3","0","0","5628","0","0","8.10","19.59","20.11","31.81","633.91","625.32","711.38","706.91","26.70","26.77","26.67","26.77","83.51","84.29","94.71","94.66","38.43","38.92","40.50","40.22","0","1","0","1","0","0","0","0","0","0","0","-4","5","1","-1","-0","3","1188","1","3","6","99"
"91.685","4658","39006","39019","38.8","0.0","-0.0","0.0","0.0","1.36","0.53","0.00","0.98","0","0","1","0","0","0","0","1","1.00","0","1.35","12.38","10.20","139.6","100","0","3","0","0","5628","0","0","8.16","19.44","20.24","31.87","633.30","624.72","710.79","706.32","26.70","26.77","26.67","26.77","83.51","84.30","94.71","94.67","38.46","38.93","40.54","40.24","0","1","0","1","0","0","0","0","0","0","0","-4","5","1","-1","-0","3","1188","1","3","6","99"
"91.690","4658","39006","39019","38.8","0.0","-0.0","0.0","0.0","1.36","0.53","-0.00","1.01","0","0","1","0","0","0","0","1","1.00","0","1.35","12.38","11.36","139.9","100","0","3","0","0","5612","0","0","8.16","19.28","20.34","31.96","633.30","624.72","710.79","706.32","26.70","26.77","26.67","26.77","83.51","84.30","94.71","94.67","38.48","38.94","40.54","40.24","0","1","0","1","0","0","0","0","0","0","0","-5","5","1","-1","-0","3","1188","1","3","6","99"
"91.695","4659","39006","39019","38.9","0.0","-0.0","0.0","0.0","1.36","0.53","-0.00","1.05","0","0","1","0","0","0","0","1","1.00","0","1.35","12.38","11.36","139.9","100","0","3","0","0","5612","0","0","8.13","19.15","20.43","32.07","633.30","624.72","710.79","706.32","26.70","26.77","26.67","26.77","83.51","84.30","94.71","94.67","38.50","38.96","40.57","40.24","0","1","0","1","0","0","0","0","0","0","0","-6","5","1","-1","-0","3","1188","1","3","6","99"
"91.700","4659","39007","39019","38.9","0.0","-0.0","0.0","0.0","1.35","0.53","-0.00","1.11","0","0","1","0","0","0","0","1","1.00","0","1.35","12.38","11.36","139.9","100","0","3","0","0","5612","0","0","8.12","19.07","20.47","32.21","633.30","624.72","710.79","706.32","26.70","26.77","26.67","26.77","83.51","84.30","94.71","94.67","38.53","38.98","40.56","40.23","0","1","0","1","0","0","0","0","0","0","0","-7","5","1","-1","-0","3","1188","1","3","6","99"
"91.705","4659","39007","39020","38.9","-0.0","-0.0","0.0","0.0","1.35","0.53","-0.00","1.16","0","0","1","0","0","0","0","1","1.00","0","1.35","12.38","13.36","140.2","100","0","3","0","0","5614","0","0","8.11","19.01","20.53","32.40","633.30","624.72","710.79","706.32","26.70","26.77","26.67","26.77","83.51","84.30","94.71","94.67","38.56","39.00","40.61","40.24","0","1","0","1","0","0","0","0","0","0","0","-8","6","1","-1","-0","3","1188","1","3","6","99"
"91.710","4659","39007","39020","38.9","-0.0","-0.0","0.0","0.0","1.35","0.53","-0.00","1.21","0","0","1","0","0","0","0","1","1.00","0","1.35","12.38","13.36","140.2","100","0","3","0","0","5614","0","0","8.08","18.96","20.51","32.60","633.30","624.72","710.79","706.32","26.70","26.77","26.67","26.77","83.51","84.30","94.71","94.67","38.58","39.02","40.58","40.23","0","1","0","1","0","0","0","0","0","0","0","-10","6","1","-1","-0","3","1188","1","3","6","99"
"91.715","4659","39007","39020","39.0","-0.0","-0.0","0.0","0.0","1.34","0.53","-0.00","1.28","0","0","1","0","0","0","0","1","1.00","0","1.35","12.38","13.36","140.2","100","0","3","0","0","5614","0","0","8.08","18.88","20.61","32.79","633.30","624.72","710.79","706.32","26.70","26.77","26.67","26.77","83.51","84.30","94.71","94.67","38.60","39.03","40.57","40.23","0","1","0","1","0","0","0","0","0","0","0","-12","6","1","-1","-0","3","1188","1","3","6","99"
"91.720","4660","39007","39020","39.0","0.0","-0.0","0.0","0.0","1.34","0.53","-0.01","1.34","0","0","1","0","0","0","0","1","1.00","0","1.35","12.38","15.64","140.4","100","0","3","0","0","5630","0","0","8.11","18.81","20.61","32.95","633.30","624.72","710.79","706.32","26.70","26.77","26.67","26.77","83.51","84.30","94.71","94.67","38.65","39.04","40.64","40.30","0","1","0","1","0","0","0","0","0","0","0","-14","5","1","-1","-0","3","1188","0","3","6","99"
"91.725","4660","39008","39020","39.0","0.0","-0.0","0.0","0.0","1.33","0.52","-0.01","1.40","0","0","1","0","0","0","0","1","1.00","0","1.35","12.38","15.64","140.4","100","0","3","0","0","5630","0","0","8.06","18.73","20.60","33.05","633.30","624.72","710.79","706.32","26.70","26.77","26.67","26.77","83.51","84.30","94.71","94.67","38.66","39.06","40.62","40.30","0","1","0","1","0","0","0","0","0","0","0","-15","5","1","-1","-0","3","1188","0","3","6","99"
"91.730","4660","39008","39021","39.0","0.0","-0.0","0.0","0.0","1.32","0.52","-0.01","1.48","0","0","1","0","0","0","0","1","1.00","0","1.35","12.38","15.64","140.4","100","0","3","0","0","5630","0","0","8.06","18.64","20.64","33.14","633.30","624.72","710.79","706.32","26.70","26.77","26.67","26.77","83.51","84.30","94.71","94.67","38.68","39.08","40.59","40.27","0","1","0","1","0","0","0","0","0","0","0","-16","5","1","-1","-0","3","1188","0","3","6","99"
"91.735","4660","39008","39021","39.0","0.0","-0.0","0.0","0.0","1.31","0.52","-0.01","1.56","0","0","1","0","0","0","0","1","1.00","0","1.35","12.38","18.76","140.7","100","0","3","0","0","5645","0","0","8.13","18.57","20.71","33.25","633.30","624.72","710.79","706.32","26.70","26.77","26.67","26.77","83.51","84.30","94.71","94.67","38.71","39.10","40.62","40.30","0","1","0","1","0","0","0","0","0","0","0","-18","5","1","-1","-0","3","1188","0","3","6","99"
"91.740","4660","39008","39021","39.1","0.0","-0.0","0.0","0.0","1.30","0.52","-0.01","1.65","0","0","1","0","0","0","0","1","1.00","0","1.27","12.11","18.76","140.7","100","0","3","0","0","5645","0","0","8.19","18.49","20.79","33.38","632.69","624.12","710.19","705.73","26.70","26.77","26.67","26.77","83.52","84.31","94.71","94.68","38.74","39.11","40.62","40.31","0","1","0","1","0","0","0","0","0","0","0","-20","5","1","-1","-0","3","1188","0","3","6","99"
"91.745","4661","39008","39021","39.1","0.0","-0.0","0.0","0.0","1.30","0.51","-0.01","1.74","0","0","1","0","0","0","0","1","1.00","0","1.27","12.11","18.76","140.7","100","0","3","0","0","5645","0","0","8.26","18.45","20.86","33.52","632.69","624.12","710.19","705.73","26.70","26.77","26.67","26.77","83.52","84.31","94.71","94.68","38.76","39.13","40.64","40.31","0","1","0","1","0","0","0","0","0","0","0","-23","6","1","-1","-0","3","1188","0","3","7","99"
"91.750","4661","39009","39021","39.1","0.0","-0.0","0.0","0.0","1.29","0.51","-0.01","1.83","0","0","1","0","0","0","0","1","1.00","0","1.27","12.11","18.76","140.7","100","0","3","0","0","5645","0","0","8.35","18.46","20.92","33.66","632.69","624.12","710.19","705.73","26.70","26.77","26.67","26.77","83.52","84.31","94.71","94.68","38.79","39.16","40.70","40.37","0","1","0","1","0","0","0","0","0","0","0","-26","6","1","-1","-0","3","1188","0","3","7","99"
"91.755","4661","39009","39022","39.1","0.0","-0.0","0.0","0.0","1.28","0.51","-0.01","1.92","0","0","1","0","0","0","0","1","1.00","0","1.27","12.11","22.20","141.0","100","0","3","0","0","5653","0","0","8.43","18.49","20.89","33.79","632.69","624.12","710.19","705.73","26.70","26.77","26.67","26.77","83.52","84.31","94.71","94.68","38.82","39.18","40.75","40.42","0","1","0","1","0","0","0","0","0","0","0","-28","6","1","-1","-0","3","1188","0","3","7","99"
"91.760","4661","39009","39022","39.2","-0.0","-0.0","0.0","0.0","1.27","0.50","-0.01","2.02","0","0","1","0","0","0","0","1","1.00","0","1.27","12.11","22.20","141.0","100","0","3","0","0","5653","0","0","8.44","18.52","20.82","33.87","632.69","624.12","710.19","705.73","26.70","26.77","26.67","26.77","83.52","84.31","94.71","94.68","38.83","39.21","40.77","40.44","0","1","0","1","0","0","0","0","0","0","0","-30","6","1","-1","-0","3","1188","0","3","7","99"
"91.765","4661","39009","39022","39.2","-0.0","-0.0","0.0","0.0","1.27","0.50","-0.01","2.10","0","0","1","0","0","0","0","1","1.00","0","1.27","12.11","22.20","141.0","100","0","3","0","0","5653","0","0","8.38","18.53","20.77","33.96","632.69","624.12","710.19","705.73","26.70","26.77","26.67","26.77","83.52","84.31","94.71","94.68","38.85","39.23","40.78","40.44","0","1","0","1","0","0","0","0","0","0","0","-32","6","1","-1","-0","3","1188","0","3","7","99"
"91.770","4662","39009","39022","39.2","-0.0","-0.0","0.0","0.0","1.26","0.50","-0.02","2.18","0","0","1","0","0","0","0","1","1.00","0","1.27","12.11","25.08","141.2","100","0","3","0","0","5659","0","0","8.27","18.51","20.77","34.05","632.69","624.12","710.19","705.73","26.70","26.77","26.67","26.77","83.52","84.31","94.71","94.68","38.86","39.25","40.78","40.45","0","1","0","1","0","0","0","0","0","0","0","-34","6","1","-1","-0","3","1188","0","3","7","99"
"91.775","4662","39010","39022","39.2","-0.0","-0.0","0.0","0.0","1.25","0.50","-0.02","2.25","0","0","1","0","0","0","0","1","1.00","0","1.27","12.11","25.08","141.2","100","0","3","0","0","5659","0","0","8.16","18.45","20.81","34.13","632.69","624.12","710.19","705.73","26.70","26.77","26.67","26.77","83.52","84.31","94.71","94.68","38.88","39.27","40.81","40.50","0","1","0","1","0","0","0","0","0","0","0","-36","6","1","-1","-0","3","1188","0","3","7","99"
"91.780","4662","39010","39023","39.2","-0.0","-0.0","0.0","0.0","1.25","0.50","-0.02","2.34","0","0","1","0","0","0","0","1","1.00","0","1.27","12.11","25.08","141.2","100","0","3","0","0","5659","0","0","8.06","18.39","20.84","34.16","632.69","624.12","710.19","705.73","26.70","26.77","26.67","26.77","83.52","84.31","94.71","94.68","38.89","39.29","40.84","40.54","0","0","0","1","0","0","0","0","0","0","0","-37","6","1","-1","-0","3","1188","0","3","7","99"
"91.785","4662","39010","39023","39.3","-0.0","-0.0","0.0","-0.0","1.24","0.50","-0.02","2.42","0","0","1","0","0","0","0","1","1.00","0","1.21","13.80","25.08","141.2","100","0","3","0","0","5659","0","0","7.99","18.30","20.88","34.14","632.07","623.51","709.59","705.14","26.70","26.77","26.67","26.77","83.52","84.32","94.71","94.68","38.91","39.31","40.85","40.55","0","0","0","1","0","0","0","0","0","0","0","-37","6","1","-1","-0","3","1188","0","3","7","99"
"91.790","4662","39010","39023","39.3","-0.0","-0.0","0.0","-0.0","1.23","0.50","-0.02","2.51","0","0","1","0","0","0","0","1","1.00","0","1.21","13.80","28.20","141.5","100","0","3","0","0","5669","0","0","7.89","18.21","20.90","34.10","632.07","623.51","709.59","705.14","26.70","26.77","26.67","26.77","83.52","84.32","94.71","94.68","38.93","39.33","40.90","40.60","0","0","0","1","0","0","0","0","0","0","0","-36","6","1","-1","-0","3","1188","0","3","7","99"
"91.795","4663","39010","39023","39.3","-0.0","-0.0","0.0","-0.0","1.23","0.50","-0.02","2.59","0","0","1","0","0","0","0","1","1.00","0","1.21","13.80","28.20","141.5","100","0","3","0","0","5669","0","0","7.76","18.08","20.90","34.03","632.07","623.51","709.59","705.14","26.70","26.77","26.67","26.77","83.52","84.32","94.71","94.68","38.94","39.36","40.90","40.62","0","0","0","1","0","0","0","0","0","0","0","-34","6","1","-1","-0","3","1188","0","3","7","99"
"91.800","4663","39011","39023","39.3","-0.0","-0.0","0.0","-0.0","1.22","0.50","-0.02","2.68","0","0","1","0","0","0","0","1","1.00","0","1.21","13.80","28.20","141.5","100","0","3","0","0","5669","0","0","7.61","17.93","20.98","33.93","632.07","623.51","709.59","705.14","26.70","26.77","26.67","26.77","83.52","84.32","94.71","94.68","38.96","39.38","40.89","40.62","0","0","0","1","0","0","0","0","0","0","0","-31","6","1","-1","-0","3","1188","0","3","7","99"
"91.805","4663","39011","39023","39.4","-0.0","-0.0","0.0","-0.0","1.21","0.50","-0.02","2.76","0","0","1","0","0","0","0","1","1.00","0","1.21","13.80","31.32","141.8","100","0","3","0","0","5681","0","0","7.47","17.79","21.06","33.82","632.07","623.51","709.59","705.14","26.70","26.77","26.67","26.77","83.52","84.32","94.71","94.68","38.97","39.40","40.92","40.66","0","0","0","1","0","0","0","0","0","0","0","-29","6","1","-1","-0","3","1188","0","3","7","99"
"91.810","4663","39011","39024","39.4","-0.0","-0.0","0.0","-0.0","1.21","0.50","-0.02","2.85","0","0","1","0","0","0","0","1","1.00","0","1.21","13.80","31.32","141.8","100","0","3","0","0","5681","0","0","7.34","17.66","21.12","33.74","632.07","623.51","709.59","705.14","26.70","26.77","26.67","26.77","83.52","84.32","94.71","94.68","38.98","39.42","40.94","40.67","0","0","0","1","0","0","0","0","0","0","0","-27","6","1","-1","-0","3","1188","0","3","7","99"
"91.815","4663","39011","39024","39.4","-0.0","-0.0","0.0","-0.0","1.21","0.50","-0.02","2.90","0","0","1","0","0","0","0","1","1.00","0","1.21","13.80","31.32","141.8","100","0","3","0","0","5681","0","0","7.23","17.53","21.18","33.67","632.07","623.51","709.59","705.14","26.70","26.77","26.67","26.77","83.52","84.32","94.71","94.68","39.00","39.44","40.95","40.68","0","0","0","1","0","0","0","0","0","0","0","-26","6","1","-1","-0","3","1188","0","3","7","99"
"91.820","4664","39011","39024","39.4","-0.0","-0.0","0.0","-0.0","1.22","0.49","-0.02","2.96","0","0","1","0","0","0","0","1","1.00","0","1.21","13.80","33.40","142.0","100","0","3","0","0","5688","0","0","7.13","17.41","21.26","33.63","632.07","623.51","709.59","705.14","26.70","26.77","26.67","26.77","83.52","84.32","94.71","94.68","39.01","39.47","40.97","40.70","0","0","0","1","0","0","0","0","0","0","0","-25","6","1","-1","-0","3","1188","0","3","7","99"
"91.825","4664","39012","39024","39.4","-0.0","-0.0","0.0","-0.0","1.22","0.49","-0.02","3.02","0","0","1","0","0","0","0","1","1.00","0","1.21","13.80","33.40","142.0","100","0","3","0","0","5688","0","0","7.03","17.31","21.32","33.61","632.07","623.51","709.59","705.14","26.70","26.77","26.67","26.77","83.52","84.32","94.71","94.68","39.02","39.49","41.01","40.74","0","0","0","1","0","0","0","0","0","0","0","-25","6","1","-1","-0","3","1187","0","3","7","99"
"91.830","4664","39012","39024","39.5","-0.0","-0.0","-0.0","-0.0","1.23","0.49","-0.02","3.06","0","0","1","0","0","0","0","1","1.00","0","1.21","13.80","33.40","142.0","100","0","3","0","0","5688","0","0","6.95","17.25","21.32","33.58","632.07","623.51","709.59","705.14","26.70","26.77","26.67","26.77","83.52","84.32","94.71","94.68","39.04","39.51","41.06","40.78","0","0","0","1","0","0","0","0","0","0","0","-24","6","1","-1","-0","3","1187","0","3","7","99"
"91.835","4664","39012","39025","39.5","-0.0","0.0","-0.0","-0.0","1.23","0.48","-0.03","3.10","0","0","1","0","0","0","0","1","1.00","0","1.21","13.80","34.76","142.3","100","0","3","0","0","5703","0","0","6.88","17.24","21.29","33.53","632.07","623.51","709.59","705.14","26.70","26.77","26.67","26.77","83.52","84.32","94.71","94.68","39.05","39.54","41.10","40.82","0","0","0","1","0","0","0","0","0","0","0","-23","6","1","-1","-0","3","1187","0","3","7","99"
"91.840","4664","39012","39025","39.5","0.0","0.0","-0.0","-0.0","1.24","0.48","-0.03","3.14","0","0","1","0","0","0","0","1","1.00","0","1.26","18.48","34.76","142.3","100","0","3","0","0","5703","0","0","6.85","17.30","21.21","33.44","631.46","622.91","708.99","704.55","26.70","26.78","26.67","26.77","83.52","84.33","94.71","94.69","39.06","39.58","41.15","40.87","0","0","0","1","0","0","0","0","0","0","0","-21","6","1","-1","-0","2","1187","0","2","7","99"
"91.845","4664","39012","39025","39.5","0.0","0.0","-0.0","-0.0","1.24","0.48","-0.03","3.17","0","0","1","0","0","0","0","1","1.00","0","1.26","18.48","34.76","142.3","100","0","3","0","0","5703","0","0","6.89","17.41","21.09","33.34","631.46","622.91","708.99","704.55","26.70","26.78","26.67","26.77","83.52","84.33","94.71","94.69","39.08","39.61","41.19","40.90","0","0","0","1","0","0","0","0","0","0","0","-20","6","1","-1","-0","2","1187","0","2","7","99"
"91.850","4665","39013","39025","39.5","0.0","0.0","-0.0","-0.0","1.25","0.48","-0.03","3.18","0","0","1","0","0","0","0","1","1.00","0","1.26","18.48","34.76","142.3","100","0","3","0","0","5703","0","0","6.98","17.54","20.96","33.23","631.46","622.91","708.99","704.55","26.70","26.78","26.67","26.77","83.52","84.33","94.71","94.69","39.09","39.65","41.22","40.94","0","0","0","1","0","0","0","0","0","0","0","-18","6","1","-1","-0","2","1187","0","2","7","99"
"91.855","4665","39013","39025","39.6","0.0","0.0","-0.0","-0.0","1.25","0.47","-0.03","3.20","0","0","1","0","0","0","0","1","1.00","0","1.26","18.48","35.36","142.5","100","0","3","0","0","5727","0","0","7.09","17.68","20.83","33.12","631.46","622.91","708.99","704.55","26.70","26.78","26.67","26.77","83.52","84.33","94.71","94.69","39.11","39.69","41.27","40.98","0","0","0","1","0","0","0","0","0","0","0","-16","6","1","-1","-0","2","1187","0","2","7","99"
"91.860","4665","39013","39026","39.6","0.0","0.0","-0.0","-0.0","1.26","0.47","-0.03","3.21","0","0","1","0","0","0","0","1","1.00","0","1.26","18.48","35.36","142.5","100","0","3","0","0","5727","0","0","7.21","17.81","20.68","32.99","631.46","622.91","708.99","704.55","26.70","26.78","26.67","26.77","83.52","84.33","94.71","94.69","39.13","39.72","41.34","41.05","0","0","0","1","0","0","0","0","0","0","0","-14","6","1","-1","-0","2","1187","0","2","7","99"
"91.865","4665","39013","39026","39.6","0.0","0.0","-0.0","-0.0","1.26","0.47","-0.03","3.20","0","0","1","0","0","0","0","1","1.00","0","1.26","18.48","35.36","142.5","100","0","3","0","0","5727","0","0","7.31","17.95","20.57","32.84","631.46","622.91","708.99","704.55","26.70","26.78","26.67","26.77","83.52","84.33","94.71","94.69","39.14","39.76","41.39","41.09","0","0","0","1","0","0","0","0","0","0","0","-13","6","1","-1","-0","2","1187","0","2","7","99"
"91.870","4665","39013","39026","39.6","0.0","0.0","-0.0","-0.0","1.27","0.47","-0.03","3.19","0","0","1","0","0","0","0","1","1.00","0","1.26","18.48","35.00","142.8","100","0","3","0","0","5752","0","0","7.40","18.06","20.42","32.75","631.46","622.91","708.99","704.55","26.70","26.78","26.67","26.77","83.52","84.33","94.71","94.69","39.16","39.79","41.44","41.14","0","0","0","1","0","0","0","0","0","0","0","-11","6","1","-1","-0","2","1187","0","2","7","99"
"91.875","4666","39014","39026","39.7","0.0","0.0","-0.0","-0.0","1.28","0.48","-0.03","3.19","0","0","1","0","0","0","0","1","1.00","0","1.26","18.48","35.00","142.8","100","0","3","0","0","5752","0","0","7.48","18.17","20.30","32.60","631.46","622.91","708.99","704.55","26.70","26.78","26.67","26.77","83.52","84.33","94.71","94.69","39.17","39.83","41.47","41.17","0","0","0","1","0","0","0","0","0","0","0","-10","6","1","-1","-0","2","1187","0","2","7","99"
