Distance,Time,LAP_BEACON,G_LAT,ROTY,STEERANGLE,SPEED,THROTTLE,BRAKE,GEAR,G_LON,CLUTCH,RPMS,TC,ABS,SUS_TRAVEL_LF,SUS_TRAVEL_RF,SUS_TRAVEL_LR,SUS_TRAVEL_RR,BRAKE_TEMP_LF,BRAKE_TEMP_RF,BRAKE_TEMP_LR,BRAKE_TEMP_RR,TYRE_PRESS_LF,TYRE_PRESS_RF,TYRE_PRESS_LR,TYRE_PRESS_RR,TYRE_TAIR_LF,TYRE_TAIR_RF,TYRE_TAIR_LR,TYRE_TAIR_RR,WHEEL_SPEED_LF,WHEEL_SPEED_RF,WHEEL_SPEED_LR,WHEEL_SPEED_RR,BUMPSTOPUP_RIDE_LF,BUMPSTOPUP_RIDE_RF,BUMPSTOPUP_RIDE_LR,BUMPSTOPUP_RIDE_RR,BUMPSTOPDN_RIDE_LF,BUMPSTOPDN_RIDE_RF,BUMPSTOPDN_RIDE_LR,BUMPSTOPDN_RIDE_RR,BUMPSTOP_FORCE_LF,BUMPSTOP_FORCE_RF,BUMPSTOP_FORCE_LR,BUMPSTOP_FORCE_RR,EN_ET,EN_TL,EN_TD,EN_TB,EN_TW,EN_W,EN_Dy,EN_AP,EN_GR,TIME,segment_id_x,segmentDescription,segmentStart_m,segmentEnd_m,corner_ids,corner_id,segment_id_y,cornerName,cornerDescription,cornerStart_m,cornerApex_m,cornerEnd_m
6556,125.61,0.0,-0.48,-1.73,3.07,257.7,2.0,100.0,5.0,-2.0,0.0,6929.0,0.0,0.0,27.46,23.88,37.62,32.53,436.94,432.81,409.6,407.59,26.76,26.84,26.71,26.94,87.28,86.07,89.91,89.21,67.22,65.95,68.16,68.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,3.0,2.0,2.0,1188.0,2.0,0.0,5.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6557,125.625,0.0,-0.35,-0.61,2.93,256.5,0.0,100.0,5.0,-2.0,0.0,6745.0,0.0,0.0,26.29,23.07,34.91,30.71,447.77,443.32,416.32,414.41,26.76,26.84,26.71,26.94,87.28,86.07,89.91,89.21,66.78,65.44,67.37,67.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,3.0,2.0,2.0,1188.0,2.0,0.0,5.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6558,125.64,0.0,-0.35,-0.61,2.71,255.3,0.0,100.0,5.0,-2.0,0.0,6668.0,0.0,0.0,25.28,22.38,32.6,28.79,447.77,443.32,416.32,414.41,26.76,26.84,26.71,26.94,87.28,86.07,89.91,89.21,66.35,64.87,66.62,66.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,3.0,2.0,2.0,1188.0,2.0,0.0,5.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6559,125.65,0.0,-0.35,-0.61,2.48,254.3,0.0,100.0,5.0,-2.0,0.0,6646.0,0.0,0.0,24.77,22.07,31.11,27.42,447.77,443.32,416.32,414.41,26.76,26.84,26.71,26.94,87.28,86.07,89.91,89.21,66.23,65.7,65.89,65.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,3.0,2.0,2.0,1188.0,2.0,0.0,5.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6560,125.665,0.0,-0.36,-2.52,2.48,254.3,0.0,100.0,5.0,-2.0,0.0,6646.0,0.0,0.0,24.26,21.8,29.08,25.63,458.18,453.91,421.95,420.07,26.76,26.84,26.71,26.94,87.28,86.07,89.91,89.22,66.31,65.52,65.02,65.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,3.0,2.0,2.0,1188.0,2.0,0.0,5.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6561,125.68,0.0,-0.36,-2.52,2.3,253.0,0.0,100.0,5.0,-2.0,0.0,6503.0,0.0,0.0,24.36,21.99,27.55,24.22,458.18,453.91,421.95,420.07,26.76,26.84,26.71,26.94,87.28,86.07,89.91,89.22,66.45,66.02,64.33,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,8.0,3.0,2.0,2.0,1188.0,2.0,0.0,5.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6562,125.695,0.0,-0.36,-2.52,2.12,251.7,0.0,100.0,5.0,-2.0,0.0,6352.0,0.0,0.0,24.9,22.5,26.87,23.61,458.18,453.91,421.95,420.07,26.76,26.84,26.71,26.94,87.28,86.07,89.91,89.22,66.51,66.01,64.72,64.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,8.0,3.0,2.0,2.0,1188.0,2.0,0.0,5.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6563,125.71,0.0,-0.36,-2.52,2.12,250.5,0.0,100.0,5.0,-2.0,0.0,6521.0,0.0,0.0,25.79,22.89,26.95,23.52,458.18,453.91,421.95,420.07,26.76,26.84,26.71,26.94,87.28,86.07,89.91,89.22,66.41,65.6,64.83,64.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,8.0,3.0,2.0,2.0,1188.0,2.0,0.0,5.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6564,125.725,0.0,-0.44,-2.33,2.12,249.1,0.0,100.0,5.0,-2.0,0.0,6672.0,0.0,0.0,26.5,22.86,27.46,23.99,468.42,463.55,428.98,427.0,26.76,26.84,26.71,26.95,87.28,86.07,89.91,89.22,66.04,64.97,65.53,65.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,3.0,2.0,2.0,1188.0,2.0,0.0,5.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6565,125.74,0.0,-0.44,-2.33,2.3,247.7,0.0,100.0,5.0,-2.0,0.0,6708.0,0.0,0.0,27.03,22.84,28.18,24.69,468.42,463.55,428.98,427.0,26.76,26.84,26.71,26.95,87.28,86.07,89.91,89.22,65.72,64.73,65.83,65.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,3.0,2.0,2.0,1188.0,2.0,0.0,5.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6566,125.755,0.0,-0.44,-2.33,2.44,246.6,0.0,100.0,5.0,-2.0,0.0,6669.0,0.0,0.0,27.24,23.21,28.89,25.25,468.42,463.55,428.98,427.0,26.76,26.84,26.71,26.95,87.28,86.07,89.91,89.22,65.22,64.61,65.64,65.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,2.0,1.0,2.0,1188.0,2.0,0.0,5.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6567,125.77,0.0,-0.35,-1.97,2.53,245.3,0.0,100.0,5.0,-2.0,0.0,6565.0,0.0,0.0,27.02,23.39,29.23,25.5,477.83,473.34,435.29,433.38,26.76,26.84,26.71,26.95,87.28,86.08,89.91,89.22,64.81,64.25,65.29,65.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,2.0,1.0,1.0,1188.0,2.0,0.0,4.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6568,125.785,0.0,-0.35,-1.97,2.62,244.1,0.0,100.0,5.0,-2.0,0.0,6528.0,0.0,0.0,26.64,23.55,29.32,25.69,477.83,473.34,435.29,433.38,26.76,26.84,26.71,26.95,87.28,86.08,89.91,89.22,64.26,63.96,64.84,64.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,2.0,1.0,1.0,1188.0,2.0,0.0,4.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6569,125.795,0.0,-0.35,-1.97,2.62,244.1,0.0,100.0,5.0,-2.0,0.0,6528.0,0.0,0.0,26.25,23.32,29.05,25.66,477.83,473.34,435.29,433.38,26.76,26.84,26.71,26.95,87.28,86.08,89.91,89.22,63.94,63.49,64.4,64.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,2.0,1.0,1.0,1188.0,2.0,0.0,4.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6570,125.81,0.0,-0.35,-1.97,2.66,243.0,0.0,100.0,5.0,-2.0,0.0,6482.0,0.0,0.0,25.52,22.82,28.49,25.16,477.83,473.34,435.29,433.38,26.76,26.84,26.71,26.95,87.28,86.08,89.91,89.22,63.48,63.0,63.88,63.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,2.0,1.0,1.0,1188.0,2.0,0.0,4.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6571,125.825,0.0,-0.27,-1.36,2.71,241.7,0.0,100.0,5.0,-2.0,0.0,6377.0,0.0,0.0,24.87,22.61,27.76,24.47,487.14,482.43,440.98,438.97,26.76,26.84,26.71,26.95,87.27,86.08,89.91,89.23,63.19,62.83,63.23,63.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,2.0,1.0,1.0,1188.0,3.0,0.0,4.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6572,125.84,0.0,-0.27,-1.36,2.75,240.5,0.0,100.0,5.0,-2.0,0.0,6275.0,0.0,0.0,24.47,22.13,26.94,23.35,487.14,482.43,440.98,438.97,26.76,26.84,26.71,26.95,87.27,86.08,89.91,89.23,63.11,62.27,62.57,62.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,2.0,1.0,1.0,1188.0,3.0,0.0,4.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6573,125.855,0.0,-0.27,-1.36,2.8,239.4,48.0,100.0,5.0,-2.0,0.0,6272.0,0.0,0.0,24.33,21.74,26.08,22.67,487.14,482.43,440.98,438.97,26.76,26.84,26.71,26.95,87.27,86.08,89.91,89.23,63.04,61.82,62.29,61.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,2.0,1.0,1.0,1188.0,3.0,0.0,4.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6574,125.87,0.0,-0.3,-2.17,2.93,238.1,63.0,100.0,4.0,-2.0,0.0,7222.0,0.0,0.0,24.63,21.92,25.48,22.36,496.87,492.02,447.1,444.92,26.76,26.84,26.71,26.95,87.27,86.09,89.91,89.23,63.01,62.31,62.37,61.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,1188.0,3.0,0.0,0.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6575,125.89,0.0,-0.3,-2.17,3.25,236.8,49.0,100.0,4.0,-2.0,0.0,7837.0,0.0,0.0,25.01,22.22,25.23,22.32,496.87,492.02,447.1,444.92,26.76,26.84,26.71,26.95,87.27,86.09,89.91,89.23,62.48,61.83,62.8,62.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0,1.0,1188.0,3.0,0.0,0.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6576,125.905,0.0,-0.3,-2.17,3.65,235.7,34.0,100.0,4.0,-2.0,0.0,7893.0,0.0,0.0,25.0,22.19,25.69,22.92,496.87,492.02,447.1,444.92,26.76,26.84,26.71,26.95,87.27,86.09,89.91,89.23,62.08,61.62,62.94,62.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,8.0,2.0,1.0,1.0,1188.0,3.0,1.0,0.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6577,125.92,0.0,-0.27,-0.75,4.24,234.4,0.0,100.0,4.0,-2.0,0.0,7375.0,0.0,0.0,24.64,22.38,26.42,23.68,505.9,501.06,453.35,451.32,26.76,26.84,26.71,26.95,87.27,86.09,89.91,89.23,61.56,61.41,62.79,62.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,8.0,1.0,1.0,1.0,1188.0,3.0,1.0,4.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6578,125.935,0.0,-0.27,-0.75,4.87,233.2,0.0,100.0,4.0,-2.0,0.0,7188.0,0.0,0.0,24.41,22.38,26.85,23.82,505.9,501.06,453.35,451.32,26.76,26.84,26.71,26.95,87.27,86.09,89.91,89.23,61.41,60.99,62.37,62.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,8.0,1.0,1.0,1.0,1188.0,3.0,1.0,4.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6579,125.95,0.0,-0.27,-0.75,5.46,232.2,0.0,100.0,4.0,-2.0,0.0,7047.0,0.0,0.0,24.2,22.16,27.02,23.97,505.9,501.06,453.35,451.32,26.76,26.84,26.71,26.95,87.27,86.09,89.91,89.23,61.06,60.63,61.75,61.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,8.0,1.0,1.0,2.0,1188.0,3.0,1.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6580,125.965,0.0,-0.17,1.11,5.46,232.2,0.0,100.0,4.0,-2.0,0.0,7047.0,0.0,0.0,23.88,21.87,26.63,24.03,514.98,509.99,458.74,456.73,26.76,26.84,26.71,26.95,87.27,86.09,89.91,89.24,60.71,60.21,61.08,61.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,1.0,1.0,2.0,1188.0,3.0,1.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6581,125.98,0.0,-0.17,1.11,6.0,230.9,0.0,100.0,4.0,-2.0,0.0,7023.0,0.0,0.0,23.89,21.65,26.19,23.74,514.98,509.99,458.74,456.73,26.76,26.84,26.71,26.95,87.27,86.09,89.91,89.24,60.62,60.11,60.38,60.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,1.0,1.0,2.0,1188.0,3.0,1.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6582,125.995,0.0,-0.17,1.11,6.4,229.6,0.0,100.0,4.0,-2.0,0.0,7000.0,0.0,0.0,24.03,21.75,25.57,23.39,514.98,509.99,458.74,456.73,26.76,26.84,26.71,26.95,87.27,86.09,89.91,89.24,60.31,59.92,59.86,59.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,1.0,1.0,2.0,1187.0,3.0,1.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6583,126.01,0.0,-0.17,1.11,6.58,228.6,0.0,100.0,4.0,-2.0,0.0,6902.0,0.0,0.0,23.86,21.8,24.94,23.02,514.98,509.99,458.74,456.73,26.76,26.84,26.71,26.95,87.27,86.09,89.91,89.24,59.99,59.77,59.52,59.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,1.0,1.0,2.0,1187.0,3.0,2.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6584,126.03,0.0,-0.11,2.49,6.58,227.3,0.0,100.0,4.0,-2.0,0.0,6817.0,0.0,0.0,23.6,21.84,24.57,23.17,523.74,518.72,464.41,462.4,26.76,26.85,26.71,26.95,87.27,86.1,89.91,89.24,59.49,59.08,59.48,59.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,8.0,1.0,1.0,2.0,1187.0,3.0,2.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6585,126.045,0.0,-0.11,2.49,6.31,226.0,0.0,100.0,4.0,-2.0,0.0,6903.0,0.0,0.0,23.22,21.55,24.41,23.43,523.74,518.72,464.41,462.4,26.76,26.85,26.71,26.95,87.27,86.1,89.91,89.24,58.92,58.71,59.2,59.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,1.0,1.0,2.0,1187.0,3.0,2.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6586,126.06,0.0,-0.11,2.49,5.91,224.8,0.0,100.0,4.0,-2.0,0.0,6930.0,0.0,0.0,23.04,21.58,24.38,23.88,523.74,518.72,464.41,462.4,26.76,26.85,26.71,26.95,87.27,86.1,89.91,89.24,58.85,58.77,59.13,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,1.0,1.0,2.0,1187.0,3.0,2.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6587,126.075,0.0,-0.05,3.47,5.23,223.5,0.0,100.0,4.0,-2.0,0.0,6863.0,0.0,0.0,23.15,21.97,24.24,23.89,532.41,527.68,469.98,467.97,26.76,26.85,26.71,26.95,87.27,86.1,89.91,89.24,58.62,58.7,58.76,58.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,1.0,1.0,2.0,1187.0,3.0,2.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6588,126.09,0.0,-0.05,3.47,4.51,222.3,0.0,100.0,4.0,-2.0,0.0,6727.0,0.0,0.0,23.0,22.06,23.9,23.71,532.41,527.68,469.98,467.97,26.76,26.85,26.71,26.95,87.27,86.1,89.91,89.24,58.23,58.08,58.46,58.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,1.0,1.0,2.0,1187.0,3.0,2.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6589,126.11,0.0,-0.05,3.47,3.92,221.2,0.0,100.0,4.0,-2.0,0.0,6696.0,0.0,0.0,22.47,21.74,23.85,23.97,532.41,527.68,469.98,467.97,26.76,26.85,26.71,26.95,87.27,86.1,89.91,89.24,57.46,57.72,58.15,58.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,1.0,1.0,2.0,1187.0,3.0,2.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6590,126.125,0.0,-0.01,3.79,3.16,220.0,0.0,100.0,4.0,-2.0,0.0,6757.0,0.0,0.0,21.77,21.38,23.64,24.06,540.18,535.56,475.3,473.3,26.76,26.85,26.71,26.95,87.27,86.11,89.91,89.25,56.67,57.01,57.6,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,8.0,1.0,1.0,2.0,1187.0,3.0,2.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6591,126.14,0.0,-0.01,3.79,2.62,218.8,0.0,100.0,4.0,-2.0,0.0,6668.0,0.0,0.0,21.07,20.7,23.23,23.46,540.18,535.56,475.3,473.3,26.76,26.85,26.71,26.95,87.27,86.11,89.91,89.25,55.95,55.99,57.03,57.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,8.0,1.0,1.0,2.0,1187.0,3.0,2.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6592,126.16,0.0,-0.01,3.79,2.03,217.7,0.0,100.0,4.0,-2.0,0.0,6511.0,0.0,0.0,20.58,20.33,22.19,22.89,540.18,535.56,475.3,473.3,26.76,26.85,26.71,26.95,87.27,86.11,89.91,89.25,55.59,55.67,56.4,56.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,1.0,1.0,2.0,1186.0,3.0,2.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6593,126.175,0.0,0.04,3.29,1.53,216.5,0.0,100.0,4.0,-2.0,0.0,6417.0,0.0,1.0,20.74,20.67,21.06,22.03,548.93,544.49,480.03,478.03,26.76,26.85,26.71,26.95,87.27,86.11,89.91,89.25,56.24,56.69,55.17,55.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,8.0,1.0,1.0,2.0,1186.0,3.0,2.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
6594,126.19,0.0,0.04,3.29,1.08,215.2,0.0,100.0,4.0,-2.0,0.0,6240.0,0.0,1.0,21.01,21.38,20.45,21.32,548.93,544.49,480.03,478.03,26.76,26.85,26.71,26.95,87.27,86.11,89.91,89.25,56.44,56.81,54.7,54.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,8.0,1.0,0.0,3.0,1186.0,3.0,3.0,3.0,126.0,5,Long straight Blanchimont into Bus Stop right-left Chicane onto long start/finish straight.,5350,6938,"[1012, 1013]",1012.0,5.0,T16-17 Blanchimont,"High-speed left, usually flat in GT3.",6130.0,6235.0,6300.0
