Distance,Time,LAP_BEACON,G_LAT,ROTY,STEERANGLE,SPEED,THROTTLE,BRAKE,GEAR,G_LON,CLUTCH,RPMS,TC,ABS,SUS_TRAVEL_LF,SUS_TRAVEL_RF,SUS_TRAVEL_LR,SUS_TRAVEL_RR,BRAKE_TEMP_LF,BRAKE_TEMP_RF,BRAKE_TEMP_LR,BRAKE_TEMP_RR,TYRE_PRESS_LF,TYRE_PRESS_RF,TYRE_PRESS_LR,TYRE_PRESS_RR,TYRE_TAIR_LF,TYRE_TAIR_RF,TYRE_TAIR_LR,TYRE_TAIR_RR,WHEEL_SPEED_LF,WHEEL_SPEED_RF,WHEEL_SPEED_LR,WHEEL_SPEED_RR,BUMPSTOPUP_RIDE_LF,BUMPSTOPUP_RIDE_RF,BUMPSTOPUP_RIDE_LR,BUMPSTOPUP_RIDE_RR,BUMPSTOPDN_RIDE_LF,BUMPSTOPDN_RIDE_RF,BUMPSTOPDN_RIDE_LR,BUMPSTOPDN_RIDE_RR,BUMPSTOP_FORCE_LF,BUMPSTOP_FORCE_RF,BUMPSTOP_FORCE_LR,BUMPSTOP_FORCE_RR,EN_ET,EN_TL,EN_TD,EN_TB,EN_TW,EN_W,EN_Dy,EN_AP,EN_GR,TIME,segment_id_x,segmentDescription,segmentStart_m,segmentEnd_m,corner_ids,corner_id,segment_id_y,cornerName,cornerDescription,cornerStart_m,cornerApex_m,cornerEnd_m
0,0.01,0.0,-0.3,-1.7,-2.12,166.2,100.0,0.0,3.0,0.0,0.0,6576.0,0.0,0.0,17.95,15.92,32.9,30.27,157.32,154.99,112.58,111.31,25.09,25.27,24.9,25.17,69.85,69.74,71.01,70.71,46.18,46.18,47.49,47.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,3.0,1186.0,2.0,2.0,5.0,93.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
1,0.03,0.0,-0.24,-1.68,-1.8,166.4,100.0,0.0,3.0,0.0,0.0,6612.0,0.0,0.0,18.44,15.77,32.52,29.68,448.53,448.53,399.03,399.03,26.06,26.26,25.76,26.06,80.0,80.0,80.0,80.0,46.28,46.2,47.66,47.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,2.0,4.0,1188.0,3.0,3.0,7.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
2,0.05,0.0,-0.24,-1.68,-1.44,166.9,100.0,0.0,3.0,0.0,0.0,6621.0,0.0,0.0,18.19,15.28,32.67,29.84,448.53,448.53,399.03,399.03,26.06,26.26,25.76,26.06,80.0,80.0,80.0,80.0,46.35,46.26,47.53,47.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,5.0,1188.0,3.0,3.0,7.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
3,0.075,0.0,-0.18,-0.86,-1.26,167.1,100.0,0.0,3.0,0.0,0.0,6599.0,0.0,0.0,17.64,15.22,33.21,31.86,448.08,448.08,398.73,398.73,26.06,26.26,25.76,26.06,80.01,80.01,80.01,80.0,46.39,46.37,47.68,47.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,2.0,5.0,1189.0,3.0,3.0,7.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
4,0.095,0.0,-0.18,-0.86,-1.04,167.4,100.0,0.0,3.0,0.0,0.0,6612.0,0.0,0.0,17.28,15.23,33.24,31.45,448.08,448.08,398.73,398.73,26.06,26.26,25.76,26.06,80.01,80.01,80.01,80.0,46.47,46.44,47.77,47.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,5.0,1189.0,3.0,3.0,7.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
5,0.115,0.0,-0.18,-0.86,-0.68,167.8,100.0,0.0,3.0,0.0,0.0,6665.0,0.0,0.0,16.79,14.72,33.31,31.09,448.08,448.08,398.73,398.73,26.06,26.26,25.76,26.06,80.01,80.01,80.01,80.0,46.54,46.53,47.83,47.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,5.0,1189.0,3.0,3.0,7.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
6,0.135,0.0,-0.14,-0.06,-0.5,168.1,100.0,0.0,3.0,0.0,0.0,6661.0,0.0,0.0,15.93,13.5,32.87,31.16,447.64,447.64,398.44,398.44,26.06,26.26,25.76,26.06,80.01,80.01,80.01,80.01,46.59,46.55,47.94,47.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,5.0,1189.0,3.0,3.0,7.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
7,0.16,0.0,-0.14,-0.06,-0.36,168.3,100.0,0.0,3.0,0.0,0.0,6657.0,0.0,0.0,14.89,12.77,31.9,31.23,447.64,447.64,398.44,398.44,26.06,26.26,25.76,26.06,80.01,80.01,80.01,80.01,46.62,46.63,48.18,48.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,5.0,1189.0,3.0,3.0,7.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
8,0.18,0.0,-0.08,0.15,-0.14,168.5,100.0,0.0,3.0,0.0,0.0,6674.0,0.0,0.0,14.81,12.88,30.68,30.29,447.21,447.21,398.15,398.15,26.06,26.26,25.76,26.06,80.01,80.01,80.01,80.01,46.72,46.74,48.43,48.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,5.0,1189.0,3.0,3.0,7.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
9,0.2,0.0,-0.08,0.15,0.27,168.9,100.0,0.0,3.0,0.0,0.0,6754.0,0.0,0.0,14.89,12.56,29.44,28.63,447.21,447.21,398.15,398.15,26.06,26.26,25.76,26.06,80.01,80.01,80.01,80.01,46.84,46.8,48.56,48.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,5.0,1189.0,3.0,3.0,7.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
10,0.225,0.0,-0.07,0.45,0.41,169.2,100.0,0.0,3.0,0.0,0.0,6744.0,0.0,0.0,14.58,13.0,28.43,28.09,446.77,446.77,397.86,397.86,26.06,26.26,25.76,26.06,80.02,80.01,80.01,80.01,46.94,46.96,48.5,48.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,2.0,5.0,1188.0,3.0,3.0,7.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
11,0.245,0.0,-0.07,0.45,0.59,169.4,100.0,0.0,3.0,0.0,0.0,6705.0,0.0,0.0,14.47,13.57,28.47,28.37,446.77,446.77,397.86,397.86,26.06,26.26,25.76,26.06,80.02,80.01,80.01,80.01,47.02,47.06,48.51,48.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,2.0,5.0,1188.0,3.0,3.0,6.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
12,0.265,0.0,-0.04,0.69,0.68,169.6,100.0,0.0,3.0,0.0,0.0,6698.0,0.0,0.0,14.66,13.99,29.02,28.54,446.32,446.32,397.57,397.57,26.06,26.26,25.76,26.06,80.02,80.02,80.02,80.02,47.12,47.14,48.45,48.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,5.0,1188.0,3.0,2.0,6.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
13,0.285,0.0,-0.04,0.69,0.63,170.1,100.0,0.0,3.0,0.0,0.0,6744.0,0.0,0.0,14.86,14.22,29.81,29.14,446.32,446.32,397.57,397.57,26.06,26.26,25.76,26.06,80.02,80.02,80.02,80.02,47.17,47.21,48.45,48.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,5.0,1188.0,3.0,2.0,6.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
14,0.305,0.0,-0.04,0.69,0.45,170.3,100.0,0.0,3.0,0.0,0.0,6746.0,0.0,0.0,15.35,14.84,30.6,29.91,446.32,446.32,397.57,397.57,26.06,26.26,25.76,26.06,80.02,80.02,80.02,80.02,47.26,47.28,48.52,48.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,5.0,1188.0,3.0,2.0,6.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
15,0.33,0.0,-0.02,0.6,0.23,170.6,100.0,0.0,3.0,0.0,0.0,6744.0,0.0,0.0,15.88,15.73,31.31,30.43,445.88,445.88,397.27,397.27,26.06,26.26,25.76,26.06,80.02,80.02,80.02,80.02,47.35,47.39,48.69,48.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,4.0,1188.0,3.0,2.0,6.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
16,0.35,0.0,-0.02,0.6,-0.14,171.0,100.0,0.0,3.0,0.0,0.0,6771.0,0.0,0.0,16.1,15.95,31.77,30.62,445.88,445.88,397.27,397.27,26.06,26.26,25.76,26.06,80.02,80.02,80.02,80.02,47.44,47.46,48.73,48.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,4.0,1188.0,3.0,2.0,5.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
17,0.37,0.0,-0.02,0.41,-0.41,171.3,100.0,0.0,3.0,0.0,0.0,6784.0,0.0,0.0,15.85,15.42,31.91,30.89,445.44,445.44,396.98,396.98,26.06,26.26,25.76,26.06,80.03,80.02,80.02,80.02,47.49,47.5,48.84,48.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,4.0,1188.0,3.0,2.0,5.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
18,0.39,0.0,-0.02,0.41,-0.59,171.5,100.0,0.0,3.0,0.0,0.0,6789.0,0.0,0.0,15.75,15.15,31.7,31.21,445.44,445.44,396.98,396.98,26.06,26.26,25.76,26.06,80.03,80.02,80.02,80.02,47.56,47.56,48.96,48.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,4.0,1188.0,3.0,1.0,5.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
19,0.415,0.0,-0.02,0.41,-0.63,171.9,100.0,0.0,3.0,0.0,0.0,6814.0,0.0,0.0,15.68,15.57,31.17,30.99,445.44,445.44,396.98,396.98,26.06,26.26,25.76,26.06,80.03,80.02,80.02,80.02,47.65,47.7,49.15,49.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,4.0,1187.0,3.0,1.0,5.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
20,0.435,0.0,-0.01,0.06,-0.54,172.2,100.0,0.0,3.0,0.0,0.0,6831.0,0.0,0.0,15.9,15.22,30.84,30.47,445.0,445.0,396.69,396.69,26.06,26.26,25.76,26.06,80.03,80.03,80.03,80.03,47.76,47.76,49.17,49.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,4.0,1187.0,3.0,1.0,5.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
21,0.455,0.0,-0.01,0.06,-0.5,172.4,100.0,0.0,3.0,0.0,0.0,6831.0,0.0,0.0,15.98,15.22,30.79,30.57,445.0,445.0,396.69,396.69,26.06,26.26,25.76,26.06,80.03,80.03,80.03,80.03,47.84,47.82,49.22,49.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,4.0,1187.0,2.0,1.0,5.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
22,0.475,0.0,0.0,-0.08,-0.32,172.6,100.0,0.0,3.0,0.0,0.0,6826.0,0.0,0.0,16.02,15.9,30.75,31.01,444.55,444.55,396.39,396.39,26.06,26.26,25.76,26.06,80.03,80.03,80.03,80.03,47.91,47.92,49.28,49.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,4.0,1187.0,2.0,1.0,4.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
23,0.495,0.0,0.0,-0.08,-0.09,172.8,100.0,0.0,3.0,0.0,0.0,6834.0,0.0,0.0,16.39,16.33,31.27,31.07,444.55,444.55,396.39,396.39,26.06,26.26,25.76,26.06,80.03,80.03,80.03,80.03,48.0,48.01,49.31,49.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,3.0,1187.0,2.0,0.0,4.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
24,0.515,0.0,0.0,-0.08,0.18,173.3,100.0,0.0,3.0,0.0,0.0,6858.0,0.0,0.0,16.56,15.89,31.9,31.39,444.55,444.55,396.39,396.39,26.06,26.26,25.76,26.06,80.03,80.03,80.03,80.03,48.09,48.06,49.32,49.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,3.0,1187.0,2.0,0.0,4.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
25,0.54,0.0,-0.0,0.11,0.18,173.5,100.0,0.0,3.0,0.0,0.0,6858.0,0.0,0.0,16.15,15.36,32.35,32.44,444.11,444.11,396.1,396.1,26.06,26.26,25.76,26.06,80.03,80.03,80.03,80.03,48.12,48.11,49.41,49.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,2.0,3.0,1186.0,2.0,0.0,4.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
26,0.56,0.0,-0.0,0.11,0.09,173.7,100.0,0.0,3.0,0.0,0.0,6861.0,0.0,0.0,16.52,15.84,32.38,32.74,444.11,444.11,396.1,396.1,26.06,26.26,25.76,26.06,80.03,80.03,80.03,80.03,48.2,48.21,49.57,49.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,2.0,3.0,1186.0,2.0,0.0,4.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
27,0.58,0.0,0.01,0.04,0.05,173.9,100.0,0.0,3.0,0.0,0.0,6879.0,0.0,0.0,16.86,16.74,32.07,32.23,443.66,443.66,395.8,395.8,26.06,26.26,25.76,26.06,80.04,80.04,80.04,80.04,48.29,48.31,49.74,49.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,2.0,3.0,1186.0,2.0,0.0,4.0,0.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
28,0.6,0.0,0.01,0.04,-0.14,174.4,100.0,0.0,3.0,0.0,0.0,6917.0,0.0,0.0,16.78,17.18,31.97,31.68,443.66,443.66,395.8,395.8,26.06,26.26,25.76,26.06,80.04,80.04,80.04,80.04,48.38,48.42,49.7,49.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,2.0,3.0,1186.0,2.0,0.0,3.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
29,0.62,0.0,-0.01,0.05,-0.23,174.6,100.0,0.0,3.0,0.0,0.0,6907.0,0.0,0.0,16.32,16.33,32.51,31.83,443.21,443.21,395.5,395.5,26.06,26.26,25.76,26.06,80.04,80.04,80.04,80.04,48.45,48.45,49.73,49.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,2.0,3.0,1186.0,2.0,0.0,3.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
30,0.64,0.0,-0.01,0.05,-0.36,174.8,100.0,0.0,3.0,0.0,0.0,6899.0,0.0,0.0,15.66,15.46,32.65,32.55,443.21,443.21,395.5,395.5,26.06,26.26,25.76,26.06,80.04,80.04,80.04,80.04,48.47,48.47,49.82,49.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,2.0,2.0,1186.0,1.0,0.0,3.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
31,0.66,0.0,-0.01,0.05,-0.5,175.0,100.0,0.0,3.0,0.0,0.0,6907.0,0.0,0.0,15.51,14.78,32.35,32.8,443.21,443.21,395.5,395.5,26.06,26.26,25.76,26.06,80.04,80.04,80.04,80.04,48.53,48.53,49.97,49.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,2.0,2.0,1186.0,1.0,0.0,3.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
32,0.68,0.0,-0.01,-0.04,-0.63,175.3,100.0,0.0,3.0,0.0,0.0,6936.0,0.0,0.0,15.84,14.58,31.79,32.03,442.76,442.76,395.21,395.21,26.06,26.26,25.76,26.06,80.04,80.04,80.04,80.04,48.63,48.62,50.17,50.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,2.0,2.0,1185.0,1.0,-1.0,3.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
33,0.705,0.0,-0.01,-0.04,-0.95,175.7,100.0,0.0,3.0,0.0,0.0,6975.0,0.0,0.0,16.11,14.25,30.69,31.3,442.76,442.76,395.21,395.21,26.06,26.26,25.76,26.06,80.04,80.04,80.04,80.04,48.75,48.7,50.3,50.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,2.0,2.0,1185.0,1.0,-1.0,3.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
34,0.725,0.0,-0.02,-0.2,-1.04,175.9,100.0,0.0,3.0,0.0,0.0,6971.0,0.0,0.0,16.4,15.05,30.12,31.13,442.31,442.31,394.91,394.91,26.06,26.26,25.76,26.06,80.05,80.04,80.05,80.04,48.83,48.84,50.3,50.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,2.0,2.0,1185.0,1.0,-1.0,3.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
35,0.745,0.0,-0.02,-0.2,-0.99,176.1,100.0,0.0,3.0,0.0,0.0,6965.0,0.0,0.0,16.7,15.67,29.97,31.25,442.31,442.31,394.91,394.91,26.06,26.26,25.76,26.06,80.05,80.04,80.05,80.04,48.93,48.93,50.31,50.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,2.0,2.0,1185.0,1.0,-1.0,4.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
36,0.765,0.0,-0.01,-0.4,-0.95,176.3,100.0,0.0,3.0,0.0,0.0,6971.0,0.0,0.0,16.55,15.76,30.53,31.34,441.86,441.86,394.61,394.61,26.06,26.26,25.76,26.06,80.05,80.05,80.05,80.05,49.0,48.98,50.27,50.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,2.0,2.0,1185.0,0.0,-1.0,4.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
37,0.785,0.0,-0.01,-0.4,-0.63,176.8,100.0,0.0,3.0,0.0,0.0,6984.0,0.0,0.0,16.41,15.82,31.65,32.3,441.86,441.86,394.61,394.61,26.06,26.26,25.76,26.06,80.05,80.05,80.05,80.05,49.06,49.04,50.21,50.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,1.0,1185.0,0.0,0.0,4.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
38,0.805,0.0,-0.01,-0.4,-0.5,177.0,100.0,0.0,3.0,0.0,0.0,6985.0,0.0,0.0,16.31,15.81,32.76,32.91,441.86,441.86,394.61,394.61,26.06,26.26,25.76,26.06,80.05,80.05,80.05,80.05,49.11,49.09,50.35,50.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,1.0,1185.0,0.0,0.0,4.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
39,0.825,0.0,-0.01,-0.42,-0.32,177.2,100.0,0.0,3.0,0.0,0.0,6997.0,0.0,0.0,16.19,15.9,33.11,33.26,441.41,441.41,394.31,394.31,26.06,26.26,25.76,26.06,80.05,80.05,80.05,80.05,49.14,49.14,50.48,50.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,1.0,1185.0,0.0,0.0,4.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
40,0.845,0.0,-0.01,-0.42,-0.23,177.4,100.0,0.0,3.0,0.0,0.0,7014.0,0.0,0.0,16.67,16.93,33.07,33.1,441.41,441.41,394.31,394.31,26.06,26.26,25.76,26.06,80.05,80.05,80.05,80.05,49.26,49.28,50.6,50.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,1.0,1185.0,0.0,0.0,4.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
41,0.865,0.0,-0.01,-0.29,-0.14,177.6,100.0,0.0,3.0,0.0,0.0,7028.0,0.0,0.0,16.57,16.96,32.78,32.53,440.96,440.96,394.01,394.01,26.07,26.26,25.77,26.07,80.05,80.05,80.05,80.05,49.33,49.32,50.74,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,1.0,1185.0,0.0,0.0,5.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
42,0.885,0.0,-0.01,-0.29,-0.14,178.1,100.0,0.0,3.0,0.0,0.0,7045.0,0.0,0.0,16.2,16.44,32.73,32.16,440.96,440.96,394.01,394.01,26.07,26.26,25.77,26.07,80.05,80.05,80.05,80.05,49.41,49.41,50.69,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,1.0,1185.0,0.0,0.0,5.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
43,0.905,0.0,-0.01,-0.29,-0.27,178.3,100.0,0.0,3.0,0.0,0.0,7040.0,0.0,0.0,15.8,15.36,32.74,32.47,440.96,440.96,394.01,394.01,26.07,26.26,25.77,26.07,80.05,80.05,80.05,80.05,49.44,49.41,50.83,50.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,1.0,1185.0,0.0,0.0,5.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
44,0.925,0.0,-0.03,-0.21,-0.5,178.5,100.0,0.0,3.0,0.0,0.0,7048.0,0.0,0.0,15.53,14.99,32.28,32.34,440.51,440.51,393.71,393.71,26.07,26.27,25.77,26.07,80.06,80.05,80.06,80.06,49.51,49.49,50.93,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,1.0,1185.0,0.0,0.0,5.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
45,0.945,0.0,-0.03,-0.21,-0.68,178.7,100.0,0.0,3.0,0.0,0.0,7067.0,0.0,0.0,15.55,15.13,31.74,31.86,440.51,440.51,393.71,393.71,26.07,26.27,25.77,26.07,80.06,80.05,80.06,80.06,49.58,49.55,51.1,51.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,1.0,1185.0,0.0,0.0,5.0,1.0,1,"La Source and Eau-Rouge, Raidillon to Kemmel-straight",0,1800,"[1001, 1002]",,,,,,,
